"Par1","Par2"
2,1
1,3
5,1
12,13
8,1
3,14
13,4
13,12
6,11
15,9
13,2
5,14
12,10
4,15
15,8
7,10
8,4
13,1
2,7
11,14
16,14
16,14
10,5
5,8
8,7
15,11
15,10
7,10
5,10
16,13
7,4
2,3
1,9
11,2
5,12
15,5
1,3
15,6
3,2
6,2
15,16
10,13
4,6
13,4
16,13
7,8
14,4
11,7
