"Par1","Par2"
2,8
13,15
6,5
3,5
16,13
2,10
7,11
14,3
5,3
6,9
14,3
1,3
8,1
4,7
12,1
8,15
10,1
9,14
3,8
9,8
8,7
11,4
12,15
3,9
12,4
5,14
16,12
3,10
14,5
14,16
13,10
15,13
5,16
15,13
16,13
8,12
2,16
15,7
3,5
8,9
9,16
1,3
7,14
10,11
14,8
15,7
14,12
6,4
