"Par1","Par2"
12,10
12,5
7,11
16,6
1,13
8,12
15,2
13,4
6,12
11,5
9,5
7,13
14,9
14,8
8,15
11,13
12,2
3,7
15,13
5,1
3,1
1,15
3,14
5,6
5,11
10,8
7,5
7,6
4,9
8,7
16,3
1,3
6,16
3,8
4,6
16,2
5,3
12,9
12,10
6,15
5,14
16,15
8,4
8,3
10,3
3,5
6,4
10,7
