"Par1","Par2"
16,9
2,12
15,11
16,1
2,16
8,15
6,2
9,12
4,1
2,14
5,12
10,8
9,7
5,3
2,6
1,3
9,13
3,1
12,4
9,6
15,2
6,1
10,16
13,16
1,15
6,12
12,7
12,2
13,6
13,16
16,13
12,14
4,5
11,5
8,16
12,8
8,10
1,2
12,9
8,11
8,1
13,1
12,4
11,14
5,4
8,14
15,9
12,2
