"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen21_0001",8,0.286997,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0002",7,0.28961,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0003",7,0.289645,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0004",7,0.289871,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0005",7,0.283781,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0006",8,0.256917,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0007",7,0.28388,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0008",7,0.284339,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0009",7,0.284267,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0010",8,0.283869,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0011",7,0.283588,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0012",7,0.287411,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0013",8,0.289188,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0014",8,0.290074,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0015",8,0.287395,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0016",8,0.2894,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0017",8,0.289815,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0018",7,0.283173,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0019",7,0.284266,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0020",7,0.289386,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0021",8,0.274497,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0022",8,0.27182,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0023",7,0.288786,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0024",7,0.285163,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0025",7,0.255174,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0026",8,0.285524,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0027",8,0.26235,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0028",7,0.278155,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0029",7,0.287458,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0030",8,0.283718,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0031",8,0.284073,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0032",7,0.284135,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0033",7,0.287204,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0034",8,0.287204,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0035",7,0.284118,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0036",7,0.289534,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0037",8,0.284514,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0038",7,0.289827,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0039",7,0.285948,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0040",8,0.285327,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0041",7,0.288629,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0042",8,0.288411,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0043",8,0.287885,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0044",8,0.288512,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0045",8,0.262303,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0046",8,0.278483,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0047",8,0.288093,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0048",7,0.288549,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0049",7,0.28739,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0050",8,0.287018,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0051",8,0.289858,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0052",7,0.290087,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0053",7,0.289704,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0054",7,0.289777,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0055",7,0.261004,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0056",8,0.285523,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0057",8,0.288778,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0058",8,0.257327,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0059",8,0.289925,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0060",7,0.289759,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0061",7,0.287359,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0062",8,0.287049,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0063",7,0.284339,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen21_0064",7,0.284267,0,1,1,1,1,1,1,1,0,0,0,1,1
