"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen9_0011",9,0.301622,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0524864920879242,0.0454863597358635,0.0602865105205539,10
"gen9_0004",11,0.249227,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0526302157879581,0.0463909782552954,0.0600215881839646,9
"gen9_0048",11,0.242652,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0526378138242896,0.0548132646856653,0.0600781096646018,9
"gen9_0063",18,0.265849,1,1,1,1,1,1,1,1,0,0,0,1,1,0.052643552397262,0.0494845721071028,0.0600368639061704,10
"gen9_0024",7,0.271041,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0526457397733973,0.0396348231583874,0.0610034095627166,9
"gen9_0007",9,0.311239,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0526551348478508,0.0446694768516199,0.0604883770806934,9
"gen9_0034",12,0.29484,0,1,1,1,1,1,1,1,0,0,0,1,1,0.052665737385055,0.0454902491209928,0.0604524070836884,9
"gen9_0020",8,0.270011,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0526718701863888,0.0480210900786178,0.0598167038088671,10
"gen9_0027",8,0.286049,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0526817136684073,0.0439831607020264,0.0599887664474502,10
"gen9_0064",8,0.26255,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0526838263173537,0.0473757415819054,0.0596928730938024,10
"gen9_0021",15,0.222202,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0526865474231279,0.0543549013744227,0.06038879255084,9
"gen9_0037",9,0.256921,1,0,1,1,1,1,1,1,0,0,0,1,1,0.0526892685358992,0.0535474700288439,0.06036731672152,9
"gen9_0025",10,0.27813,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0526892737996873,0.0491585464219431,0.0605325534329193,9
"gen9_0038",10,0.252571,1,0,1,1,1,1,1,1,0,0,0,1,1,0.0526950224296805,0.0511626223766908,0.0601770083647858,9
"gen9_0012",9,0.410308,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0527006986849332,0.0407602511566698,0.0606546075175321,10
"gen9_0060",12,0.32979,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0527018738040846,0.0405887644722444,0.0604737296241979,9
"gen9_0013",12,0.280952,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0527021747286753,0.0448568755004055,0.0601481758475385,10
"gen9_0022",16,0.243395,0,1,1,1,1,1,1,1,0,1,0,1,1,0.0527072015157981,0.0738677406436893,0.0600319689206551,10
"gen9_0015",12,0.335727,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0527103753774586,0.0436449528132979,0.0603178645698926,10
"gen9_0016",9,0.259984,1,0,1,1,1,1,1,1,0,0,0,1,1,0.0527200591717617,0.0497444794804656,0.0603901642677398,9
"gen9_0036",7,0.249313,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0527229901353481,0.040978671139867,0.0610095453710601,9
"gen9_0030",14,0.231051,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0527453207330526,0.0538837510062781,0.0595548191313068,10
"gen9_0051",12,0.264773,1,0,1,1,1,1,1,1,0,0,0,1,1,0.0527593747429377,0.0532409188886147,0.0602392784337536,9
"gen9_0042",12,0.317898,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0527637275435694,0.0447265151681734,0.0602592004836373,10
"gen9_0017",14,0.307644,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0527789578842915,0.0447941783817969,0.0604020507331977,10
"gen9_0054",12,0.269193,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0527909264020822,0.0493011952660979,0.0604189880972159,9
"gen9_0045",16,0.255922,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0527921123739225,0.0498016823949365,0.0604500042106897,8
"gen9_0056",16,0.224163,0,1,1,1,1,1,1,1,0,1,0,1,1,0.0528244873010989,0.0670543234841084,0.0600997860714558,10
