"Par1","Par2"
15,9
13,2
12,7
2,8
7,10
1,9
11,16
15,4
14,15
14,4
6,14
9,12
3,5
2,3
5,8
4,11
14,3
16,3
8,16
16,15
2,14
11,3
12,11
10,11
8,7
4,10
13,3
8,1
7,6
4,13
16,7
11,8
11,12
11,16
1,3
13,9
15,8
1,14
10,8
6,10
2,15
1,7
13,10
16,5
1,15
11,16
3,10
3,13
