"Par1","Par2"
5,11
8,3
4,12
1,7
4,3
7,6
9,8
16,1
2,4
14,10
15,3
12,8
8,13
6,16
13,3
10,8
13,12
3,6
7,16
16,10
5,12
15,3
3,13
11,10
11,9
2,1
1,10
2,7
7,16
15,8
3,15
13,8
4,8
10,15
15,2
11,8
15,11
14,5
10,7
15,3
2,13
16,3
11,16
6,4
13,16
1,8
15,7
6,10
