"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen14_0013",664,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596119362779372,0.0631993162780431,0.071812922132106,10
"gen14_0022",324,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059615655265298,0.0476565845834656,0.0725462608366334,10
"gen14_0041",649,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596261081435986,0.0590571081605769,0.0709010992570741,10
"gen14_0003",660,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596317375191023,0.0598359646776278,0.0715982686869771,10
"gen14_0006",665,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596729598139783,0.0620419477792961,0.0708153420415319,10
"gen14_0057",715,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596879549998941,0.0660109460711814,0.0719189183409033,10
"gen14_0032",614,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596983300627191,0.0572691019575937,0.0721215279173463,10
"gen14_0001",690,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597105195948642,0.0650191570929197,0.0720053209023049,10
"gen14_0025",678,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597564724606954,0.0553492792736695,0.0719362902570473,10
"gen14_0017",677,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597644410737775,0.0592372624543218,0.0707856261162024,10
"gen14_0020",648,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597707629728605,0.0527790616157194,0.0722113480587455,10
"gen14_0016",618,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597717626443573,0.0566238490712953,0.0715083413650152,10
"gen14_0007",645,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597839501843298,0.0551877395444489,0.0715906484488942,10
"gen14_0034",694,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597928909971432,0.0585015201238008,0.0716038022893765,10
"gen14_0038",660,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598100579848086,0.0580951288763574,0.0714418514916903,10
"gen14_0055",625,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598124229033724,0.0556328805618833,0.0713022832807942,10
"gen14_0062",664,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598224914249558,0.0600875173954158,0.0716680047017008,10
"gen14_0058",706,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598435540267487,0.0573633510347837,0.0716485655479791,10
"gen14_0063",696,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.05984987258836,0.0570310703963839,0.0711066467833022,10
