"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen1_0022",500,12.1,0,1,1,1,1,1,1,1,0,1,1,0,1,0.0630172940540191,0.109234460552002,0.0767999191310542,10
"gen1_0023",746,4.7,1,1,0,1,0,1,1,1,0,1,1,0,0,0.0641240277447597,0.0274472667053393,0.078789492662603,8
"gen1_0061",879,6.7,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0642620081673372,0.0468093881394862,0.075348456905786,9
"gen1_0001",135,14.9,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0646969516053086,0.051916674705614,0.0775313928454649,7
"gen1_0041",712,13.7,0,1,0,1,1,0,1,1,0,0,0,0,0,0.0656430345340414,0.035966695783504,0.0773690846355246,5
"gen1_0004",38,12.7,0,1,0,0,1,0,1,1,0,1,1,0,1,0.0662548604438898,0.028935721523488,0.0750024204112933,7
"gen1_0064",349,11.3,1,1,0,1,0,1,1,0,0,1,1,0,0,0.066272266732089,0.0402015825976603,0.0798652269891072,7
"gen1_0002",278,9.7,1,1,0,1,0,1,1,0,0,1,1,0,0,0.0664904069795279,0.0361011969660345,0.080691383296872,7
"gen1_0003",966,11.4,1,0,1,0,0,0,1,0,0,0,1,1,0,0.0667509918637615,0.0347495274082509,0.0749540115998624,5
"gen1_0047",419,7.8,1,1,0,1,0,1,1,0,0,1,1,0,0,0.0667774960416753,0.0306923049954616,0.0817263974095033,7
"gen1_0032",234,8.1,1,1,0,1,0,1,1,0,0,1,1,0,0,0.0671298784517383,0.0264876495146628,0.0820224078545543,7
"gen1_0034",364,16.2,0,0,1,1,1,1,1,1,1,1,0,1,0,0.0671946670302301,0.131413872113457,0.0880670643414797,9
"gen1_0028",974,0.4,1,1,0,1,1,0,1,1,0,1,1,0,1,0.0672726192847375,0.0200506513269855,0.0772114606154329,9
"gen1_0030",854,8.2,1,1,0,1,0,1,1,0,0,1,1,1,1,0.0673478997226127,0.0768360684270155,0.083545602463452,9
"gen1_0060",423,3.7,1,0,1,0,0,1,1,1,1,0,1,1,0,0.0673526320096553,0.020511340564095,0.0786804672878775,8
"gen1_0026",647,18.2,0,0,1,1,1,1,1,1,1,1,0,0,0,0.0674619136406254,0.149122779660294,0.0959830125632662,8
"gen1_0053",783,16.7,0,0,0,0,0,1,1,1,1,0,1,1,0,0.0677463040928511,0.0627331870492386,0.0845734728675062,6
