"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen20_0002",647,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.05953930123866,0.0571529570995103,0.071167400430472,10
"gen20_0022",652,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059563196300624,0.0557462266518059,0.0707631424361934,10
"gen20_0051",599,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595677319971938,0.0567421912228975,0.0715556057672106,10
"gen20_0060",578,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595801178842146,0.0563194315924625,0.0722120352079848,10
"gen20_0045",580,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595883412637749,0.0554589280641344,0.0718954038642197,10
"gen20_0043",576,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595973290506493,0.0615245730278054,0.0715929204072272,10
"gen20_0009",628,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596323892649836,0.0535055008299,0.0724992261839449,10
"gen20_0027",634,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596482405392707,0.0558418149423864,0.0719948802730655,10
"gen20_0057",616,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596573405267213,0.0590086888778048,0.0720359665538461,10
"gen20_0048",639,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596775282314892,0.0549156972115467,0.0715035721608152,10
"gen20_0044",664,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596880539161129,0.0595836465334876,0.071643975717004,10
"gen20_0040",632,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596946089421348,0.0605983821347559,0.0712128576140426,10
"gen20_0031",719,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596971272096122,0.0574302851153984,0.0709410332363119,10
"gen20_0036",642,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596982336132607,0.0578189738741892,0.0712804160598071,10
"gen20_0032",641,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597097340911993,0.0552172023374904,0.0716339242604046,10
"gen20_0053",681,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597112591966488,0.058293978209111,0.0717798096211592,10
"gen20_0020",621,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597553742645921,0.0606035055154079,0.071109186436105,10
"gen20_0012",583,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597672916668052,0.0536652535753275,0.0716230008534932,10
"gen20_0054",678,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597771218174565,0.056783775208569,0.0722458880551424,10
"gen20_0011",691,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0597969610660219,0.0628406963818554,0.0724788193550234,10
"gen20_0007",638,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598123026222218,0.0550930002225734,0.0719239449776895,10
"gen20_0015",713,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.05983363247552,0.0599661336385156,0.0722149218607903,10
"gen20_0061",683,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598344240793463,0.0561396433657907,0.0715648246462911,10
"gen20_0047",595,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598553639313597,0.0600409240764652,0.0721921319478386,10
"gen20_0025",679,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059878948464353,0.057904439299105,0.0716999477329755,10
"gen20_0035",592,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0599140602509258,0.0544145392037091,0.0719475736481088,10
"gen20_0008",735,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059952337923877,0.0635550806170651,0.0718279709491254,10
"gen20_0039",654,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0599779213492444,0.0542612615445493,0.0717903563485777,10
"gen20_0041",719,8.3,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0600159702298836,0.0649015077629365,0.0717188588451565,11
"gen20_0062",591,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0600318954529121,0.0541962445738176,0.0726482654987452,10
"gen20_0010",591,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0600426109167265,0.0496919452775441,0.07110013873718,10
"gen20_0037",771,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0600636392042682,0.0607723826969902,0.0709974018176166,10
"gen20_0003",651,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0600874599377499,0.0550093268932418,0.0719977722718152,10
"gen20_0064",738,8.3,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0601977705139789,0.0472757035948285,0.0708464292036767,9
"gen20_0026",691,8.3,1,1,1,1,1,1,1,1,0,1,1,1,0,0.0602190366890088,0.0725973626977326,0.0727540652358344,11
"gen20_0017",647,8.3,1,0,1,1,1,1,1,1,0,1,1,0,0,0.0602458264279123,0.0544955497150066,0.0731367302231194,9
"gen20_0018",646,7.2,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0602929449897436,0.0349902050317348,0.071374502037501,9
"gen20_0058",595,8.3,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0602994041990652,0.0417670246941443,0.0729677961093342,9
"gen20_0050",603,8.3,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0604095728581351,0.0634556812805218,0.0713180304280603,11
"gen20_0014",665,8.3,1,1,1,1,1,1,1,1,0,1,1,0,1,0.0605544736294692,0.0832895093727514,0.0718297911789664,11
"gen20_0013",610,8.3,1,1,1,1,1,0,1,1,0,1,1,1,0,0.0605677142821885,0.0679721762131573,0.0715965628712787,10
"gen20_0042",681,8.3,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0606335566953455,0.0521250274068436,0.0739281466444713,9
"gen20_0024",639,8.3,1,1,1,1,1,1,1,1,0,1,1,0,1,0.0606733938900118,0.0765836505901444,0.0719007395364645,11
"gen20_0049",598,8.3,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0608790076133611,0.0498731107344544,0.0695662718011123,9
"gen20_0028",614,8.3,1,1,0,1,1,0,1,1,0,1,1,0,0,0.0609344480261316,0.0495892338233466,0.0711123135562814,8
"gen20_0052",649,12,1,0,1,1,1,1,1,1,0,1,1,0,0,0.0609936025693979,0.0865908046210662,0.0719376537144647,9
"gen20_0059",660,8.3,0,1,1,0,1,1,1,1,0,1,1,0,0,0.061010830108865,0.0356360381027932,0.0713938792984568,8
"gen20_0030",729,8.3,1,1,1,1,1,1,1,0,0,1,1,0,0,0.061034558281254,0.0573004854879733,0.0730758110639227,9
"gen20_0004",763,8.4,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0611613449017218,0.0604240390315388,0.0735208704022602,9
"gen20_0046",641,8.3,1,1,1,1,1,0,1,1,0,1,1,0,1,0.0611832113337195,0.0676078185717682,0.0701833304977697,10
"gen20_0038",727,8.4,1,1,1,1,1,1,1,0,1,1,1,0,0,0.0614896381007201,0.0640786622545602,0.0726562445703339,10
"gen20_0006",657,8.3,1,1,1,1,1,0,1,1,1,1,1,0,1,0.0616388416809148,0.0818282896841106,0.0705211560822352,11
"gen20_0033",610,8.4,0,1,1,1,1,1,1,1,0,1,0,0,0,0.0618365302310414,0.0451532724515536,0.0752728549714136,8
"gen20_0055",731,8.3,1,1,1,1,1,1,1,1,0,1,1,1,1,0.061881609497037,0.112846781621518,0.0741396561746347,12
"gen20_0005",646,8.4,1,1,0,1,1,1,1,1,0,1,1,1,1,0.0618850325603098,0.1061326301111,0.0753500008670787,11
"gen20_0021",650,8.3,1,0,0,1,1,1,1,1,0,0,1,0,0,0.0621222611123332,0.0387268108757713,0.0724577343446086,7
"gen20_0034",155,8.3,1,1,0,1,1,1,1,1,0,1,1,0,0,0.0623519682457584,0.0362767991747166,0.0758704950443661,9
"gen20_0056",642,8.3,1,1,1,1,1,1,1,0,0,1,1,1,0,0.0624551484368852,0.0709035397560883,0.0743441819783091,10
"gen20_0029",719,8.3,1,1,1,1,1,0,1,1,0,1,0,0,0,0.0629813797277939,0.033508878106888,0.0735404020203762,8
"gen20_0063",654,8.3,1,1,1,1,1,0,1,1,0,1,0,0,0,0.0631236251729204,0.0357501925018118,0.0733641641433069,8
"gen20_0001",655,18.6,1,1,1,1,1,1,1,1,0,1,1,0,1,0.0753315020158163,0.243074228059905,0.110606534666878,11
"gen20_0019",617,23.9,1,1,1,1,0,1,1,1,0,1,1,0,0,0.0829653841708275,0.233237699729059,0.10896468540673,9
"gen20_0023",851,-10.3,0,1,1,1,1,1,1,1,0,1,1,0,0,0.108794281888751,0.000520470170449312,0.127274517392689,9
"gen20_0016",631,8.4,1,1,1,1,1,1,0,1,0,1,1,1,0,0.111279390005839,0.0594281758577098,0.132778267498133,10
