"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen20_0001",655,18.6,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen20_0002",647,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0003",651,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0004",763,8.4,1,1,1,1,1,1,1,0,0,1,1,0,0
"gen20_0005",646,8.4,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen20_0006",657,8.3,1,1,1,1,1,0,1,1,1,1,1,0,1
"gen20_0007",638,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0008",735,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0009",628,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0010",591,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0011",691,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0012",583,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0013",610,8.3,1,1,1,1,1,0,1,1,0,1,1,1,0
"gen20_0014",665,8.3,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen20_0015",713,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0016",631,8.4,1,1,1,1,1,1,0,1,0,1,1,1,0
"gen20_0017",647,8.3,1,0,1,1,1,1,1,1,0,1,1,0,0
"gen20_0018",646,7.2,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen20_0019",617,23.9,1,1,1,1,0,1,1,1,0,1,1,0,0
"gen20_0020",621,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0021",650,8.3,1,0,0,1,1,1,1,1,0,0,1,0,0
"gen20_0022",652,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0023",851,-10.3,0,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0024",639,8.3,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen20_0025",679,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0026",691,8.3,1,1,1,1,1,1,1,1,0,1,1,1,0
"gen20_0027",634,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0028",614,8.3,1,1,0,1,1,0,1,1,0,1,1,0,0
"gen20_0029",719,8.3,1,1,1,1,1,0,1,1,0,1,0,0,0
"gen20_0030",729,8.3,1,1,1,1,1,1,1,0,0,1,1,0,0
"gen20_0031",719,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0032",641,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0033",610,8.4,0,1,1,1,1,1,1,1,0,1,0,0,0
"gen20_0034",155,8.3,1,1,0,1,1,1,1,1,0,1,1,0,0
"gen20_0035",592,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0036",642,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0037",771,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0038",727,8.4,1,1,1,1,1,1,1,0,1,1,1,0,0
"gen20_0039",654,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0040",632,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0041",719,8.3,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen20_0042",681,8.3,0,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0043",576,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0044",664,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0045",580,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0046",641,8.3,1,1,1,1,1,0,1,1,0,1,1,0,1
"gen20_0047",595,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0048",639,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0049",598,8.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0050",603,8.3,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen20_0051",599,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0052",649,12,1,0,1,1,1,1,1,1,0,1,1,0,0
"gen20_0053",681,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0054",678,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0055",731,8.3,1,1,1,1,1,1,1,1,0,1,1,1,1
"gen20_0056",642,8.3,1,1,1,1,1,1,1,0,0,1,1,1,0
"gen20_0057",616,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0058",595,8.3,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen20_0059",660,8.3,0,1,1,0,1,1,1,1,0,1,1,0,0
"gen20_0060",578,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0061",683,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0062",591,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0063",654,8.3,1,1,1,1,1,0,1,1,0,1,0,0,0
"gen20_0064",738,8.3,1,1,1,0,1,1,1,1,0,1,1,0,0
