"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen17_0018",15,1,1,1,1,0,0,1,1,1,1,0,0,1,0.0563810680333274,0.0598830371692188,0.0626901153805364,9
"gen17_0054",15,1,1,1,1,0,0,1,1,1,1,0,0,1,0.0563810680333274,0.0648048514317086,0.0626901153805364,9
"gen17_0001",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0621292590112328,0.0628762387600434,10
"gen17_0002",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0634881997231397,0.0628762387600434,10
"gen17_0003",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0562696070610527,0.0628762387600434,10
"gen17_0006",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.068356827264972,0.0628762387600434,10
"gen17_0028",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0676440421571322,0.0628762387600434,10
"gen17_0032",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0754441091759706,0.0628762387600434,10
"gen17_0034",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0720871109493081,0.0628762387600434,10
"gen17_0037",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0580791234725209,0.0628762387600434,10
"gen17_0038",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0492587540077239,0.0628762387600434,10
"gen17_0044",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0688021309052266,0.0628762387600434,10
"gen17_0059",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0692009509107374,0.0628762387600434,10
"gen17_0060",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0589117504556283,0.0628762387600434,10
"gen17_0063",15,1,1,1,1,0,0,1,1,1,1,0,1,1,0.0564242182544271,0.0665816818069151,0.0628762387600434,10
"gen17_0007",11,1,1,1,1,0,0,1,1,1,1,0,1,1,0.056442232809154,0.0582800473872924,0.0668183432141969,10
"gen17_0010",11,1,1,1,1,0,0,1,1,1,1,0,1,1,0.056442232809154,0.0758560519825349,0.0668183432141969,10
"gen17_0021",11,1,1,1,1,0,0,1,1,1,1,0,1,1,0.056442232809154,0.0628947456642341,0.0668183432141969,10
"gen17_0024",11,1,1,1,1,0,0,1,1,1,1,0,1,1,0.056442232809154,0.0591764701431975,0.0668183432141969,10
"gen17_0026",11,1,1,1,1,0,0,1,1,1,1,0,1,1,0.056442232809154,0.0778863683879124,0.0668183432141969,10
