"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen3_0001",6,0,1,1,1,0,0,1,1,1,1,1,1,0
"gen3_0002",13,1,1,0,1,0,0,1,1,1,1,0,0,1
"gen3_0003",12,1,1,1,1,1,0,1,1,0,1,0,1,1
"gen3_0004",5,1,1,0,1,0,0,1,1,0,1,0,0,1
"gen3_0005",4,1,1,1,1,0,1,1,1,0,1,0,1,0
"gen3_0006",15,0,1,1,1,0,0,1,1,0,1,1,1,0
"gen3_0007",12,1,0,0,1,1,0,1,1,0,1,0,0,1
"gen3_0008",11,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen3_0009",27,1,1,0,1,0,0,1,1,1,1,0,1,1
"gen3_0010",13,0,1,0,1,1,0,1,1,1,0,1,1,1
"gen3_0011",5,0,1,1,1,0,0,1,1,0,1,0,1,0
"gen3_0012",26,0,1,1,1,0,0,1,1,1,0,1,0,1
"gen3_0013",11,1,1,1,1,0,1,1,1,0,1,1,1,0
"gen3_0014",13,1,1,0,1,0,0,1,1,1,1,1,0,0
"gen3_0015",13,1,1,0,1,1,0,1,1,0,0,1,0,1
"gen3_0016",15,1,1,1,1,0,1,1,1,0,0,0,1,1
"gen3_0017",22,0,1,1,1,0,0,1,1,1,1,1,0,0
"gen3_0018",19,0,1,1,1,0,0,1,1,0,0,1,1,1
"gen3_0019",6,1,1,1,1,0,1,1,1,0,0,0,1,1
"gen3_0020",13,1,1,1,1,0,1,1,1,0,1,0,1,0
"gen3_0021",12,1,0,1,1,1,0,1,1,0,1,0,0,0
"gen3_0022",15,0,1,0,1,0,0,1,1,0,1,1,1,1
"gen3_0023",7,1,1,0,1,0,0,1,1,1,1,0,0,1
"gen3_0024",11,1,1,0,1,0,0,1,1,0,1,0,0,1
"gen3_0025",6,0,1,0,1,0,0,1,1,0,1,0,1,0
"gen3_0026",14,1,1,1,1,0,0,1,1,0,1,1,0,1
"gen3_0027",6,0,1,1,1,0,0,1,1,0,1,1,1,0
"gen3_0028",5,0,1,1,1,0,0,1,1,1,1,0,1,0
"gen3_0029",13,1,1,0,1,1,0,1,1,0,0,0,0,1
"gen3_0030",12,1,0,0,1,1,0,1,1,0,1,1,0,1
"gen3_0031",7,0,1,1,1,0,0,1,1,0,1,0,1,1
"gen3_0032",11,1,1,0,1,0,0,1,1,1,1,0,0,0
"gen3_0033",9,0,1,1,1,0,0,1,1,1,0,0,1,1
"gen3_0034",22,0,1,1,1,0,0,1,1,0,1,1,0,0
"gen3_0035",11,1,1,1,1,0,1,1,1,0,0,1,1,1
"gen3_0036",13,1,1,0,1,1,0,1,1,1,1,1,0,0
"gen3_0037",12,0,1,1,1,0,0,1,1,0,0,0,1,1
"gen3_0038",8,1,1,1,1,0,1,1,1,0,1,0,1,0
"gen3_0039",12,1,1,0,1,1,0,1,1,0,1,0,0,1
"gen3_0040",13,1,0,0,1,0,0,1,1,1,1,1,0,0
"gen3_0041",10,1,0,1,1,0,1,1,1,0,1,0,0,0
"gen3_0042",6,1,1,0,1,1,0,1,1,0,1,0,1,1
"gen3_0043",8,1,1,0,1,0,0,1,1,0,1,0,0,1
"gen3_0044",9,1,0,0,1,1,0,1,1,0,1,0,0,1
"gen3_0045",5,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen3_0046",11,1,1,0,1,0,1,1,1,0,1,1,0,0
"gen3_0047",7,1,1,0,1,0,0,1,1,0,0,1,0,0
"gen3_0048",11,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen3_0049",11,1,1,1,1,0,0,1,1,0,1,1,1,1
"gen3_0050",12,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen3_0051",7,1,1,1,1,0,0,1,1,0,0,0,1,0
"gen3_0052",11,0,1,0,1,1,0,1,1,0,1,1,0,1
"gen3_0053",4,1,1,1,1,0,1,1,1,0,1,0,1,0
"gen3_0054",11,1,1,1,1,0,1,1,1,0,1,1,1,0
"gen3_0055",22,0,1,1,1,0,0,1,1,1,0,1,0,1
"gen3_0056",17,1,1,0,1,0,0,1,1,1,1,0,0,1
"gen3_0057",13,0,0,1,1,0,0,1,1,0,1,1,1,1
"gen3_0058",14,1,1,0,1,1,0,1,1,0,1,0,0,0
"gen3_0059",6,1,1,0,1,0,0,1,1,0,1,0,0,1
"gen3_0060",12,1,1,0,1,0,0,1,1,1,1,1,0,0
"gen3_0061",14,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen3_0062",24,1,1,0,1,0,0,1,1,1,1,0,1,0
"gen3_0063",13,0,1,1,1,0,0,1,1,1,1,1,0,1
"gen3_0064",25,1,1,1,1,1,0,1,1,0,0,0,1,1
