"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen1_0024",6,0,1,1,1,0,0,1,1,1,1,1,1,0,0.057047018168422,0.0492436963622888,0.0620948885101767,9
"gen1_0049",11,1,1,1,1,0,1,1,1,1,1,1,1,0,0.0576866489906894,0.0764063062137079,0.0646320126237223,11
"gen1_0051",15,1,1,0,1,1,0,1,1,0,0,1,1,1,0.0576906111198952,0.0541646936709404,0.0636915775452914,9
"gen1_0001",20,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0577621329439461,0.0656430082173758,0.0647034664017431,7
"gen1_0030",13,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0578348129940721,0.0474501579288128,0.0634863322841949,8
"gen1_0038",12,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0579295352594197,0.0568349377916349,0.0635433460373648,9
"gen1_0033",5,0,0,1,1,0,0,1,1,0,1,1,0,1,0.0580040050491086,0.0595394979769485,0.0637579312009396,7
"gen1_0040",19,0,0,0,1,1,0,1,1,0,1,0,0,1,0.0581568616577676,0.0573615255546123,0.0642189249353545,6
"gen1_0004",9,1,0,1,1,1,1,1,1,0,1,0,1,0,0.0581627168799715,0.0603290801274494,0.0657308963086202,9
"gen1_0043",9,1,0,1,1,1,1,1,1,0,1,1,1,0,0.0581627168799717,0.0567194127719396,0.0657308963086201,10
"gen1_0057",27,0,1,1,1,1,0,1,1,1,0,0,1,1,0.0581805875364527,0.0447400399674329,0.0647001258644707,9
"gen1_0017",4,1,0,1,1,0,0,1,1,0,1,1,0,0,0.0582651155303415,0.0525334835086259,0.0622697091120027,7
"gen1_0003",9,1,1,0,1,1,0,1,1,1,0,0,0,1,0.0583450927002591,0.0588180318687082,0.063420205340001,8
"gen1_0021",8,1,0,0,1,1,1,1,1,1,0,0,1,1,0.0583834823137783,0.0660590085996991,0.0635874847882234,9
"gen1_0028",6,1,1,0,1,0,0,1,1,0,1,1,0,0,0.0583865105982791,0.0550151804114707,0.0637313599529263,7
"gen1_0006",14,0,0,0,1,1,0,1,1,1,0,1,1,1,0.0586407034775076,0.0474847968268184,0.0657290854906169,8
"gen1_0052",13,0,0,0,1,1,0,1,1,1,0,0,0,1,0.0588726706942843,0.0469988596047241,0.064051107372481,6
"gen1_0054",25,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0589131315897447,0.0594104413242817,0.0649270435659335,7
"gen1_0007",26,1,1,0,1,0,0,1,1,0,1,0,0,0,0.0589712612628601,0.0506070523948466,0.0658174071103073,6
"gen1_0008",5,0,1,0,0,1,1,1,1,0,1,0,0,1,0.0589876131760684,0.0548538062566189,0.0641856599625294,7
"gen1_0036",26,0,1,0,1,0,1,1,1,1,0,1,0,0,0.0590136254071382,0.0538977857313768,0.0659291614571459,7
"gen1_0062",15,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0590871912483891,0.0572678177069742,0.0625502436444546,8
"gen1_0060",19,0,1,1,1,0,1,1,1,0,1,0,1,0,0.0592279748606037,0.0561510119624203,0.0635109730811292,8
"gen1_0009",29,1,0,1,1,1,0,1,1,0,0,0,1,0,0.0592647772714661,0.0479522355674502,0.0631382721165588,7
"gen1_0056",20,1,0,1,1,0,0,1,1,1,1,1,0,0,0.05930422752094,0.0597873909289523,0.062214995189788,8
"gen1_0016",28,1,1,0,1,1,1,1,1,1,1,0,0,0,0.059323047001649,0.0744951891529874,0.0643917721238899,9
"gen1_0039",14,1,0,0,1,1,0,1,1,0,0,1,1,1,0.0593543810257591,0.0608381712771951,0.0636258787421841,8
"gen1_0048",3,1,0,1,1,0,1,1,1,0,0,1,0,0,0.0593565500388702,0.0432464256352646,0.0629709834953918,7
"gen1_0053",17,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0593641092562726,0.0643290004193551,0.0643127117645016,8
"gen1_0061",27,1,0,1,1,1,0,1,1,0,0,0,1,0,0.0594529785422871,0.0478369407983693,0.0631382721165588,7
"gen1_0032",12,0,1,0,0,1,0,1,1,0,1,1,0,1,0.0594856359254609,0.0575967150276819,0.0636995596979201,7
"gen1_0020",5,0,1,0,0,1,0,1,1,1,1,1,1,1,0.0595177768567235,0.0430694224113747,0.0660989897816464,9
"gen1_0018",4,1,0,1,0,0,0,1,1,1,0,1,1,1,0.0595747573423694,0.0529813135772981,0.0647905469773057,8
"gen1_0025",11,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0596170776373782,0.0536631392670008,0.0662056446344501,10
"gen1_0045",4,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0596232781606634,0.056697809813203,0.061840122125151,9
"gen1_0031",7,0,0,0,1,1,1,1,1,0,0,0,1,1,0.0596879609472541,0.059156199160111,0.0645808037283859,7
"gen1_0042",24,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0597680638744528,0.0438773502474134,0.0629924765165723,5
"gen1_0005",5,0,0,1,1,0,1,1,1,1,0,1,0,1,0.0597946723756707,0.0571510977330083,0.0619115056893099,8
"gen1_0035",7,1,0,0,0,1,0,1,1,1,1,1,0,1,0.0598968271769725,0.0450622840841429,0.0633547995636863,8
"gen1_0002",13,0,0,0,1,1,1,1,1,0,0,0,1,0,0.0600784816505818,0.0386123398735882,0.0659130321243408,6
"gen1_0015",14,1,0,1,0,0,1,1,1,0,1,1,0,0,0.0602183669125148,0.0498765268316682,0.0628368847623962,7
"gen1_0013",10,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0602692378697793,0.0548003567531834,0.0670291502377177,7
"gen1_0059",15,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0604042161393374,0.0452977830628945,0.064832644677053,7
"gen1_0022",13,0,0,0,0,1,0,1,1,0,0,1,0,1,0.0604325817246028,0.0425083436395653,0.0640689585604665,5
"gen1_0058",21,1,0,0,0,1,0,1,1,1,1,0,0,0,0.0604416013374161,0.0535071103097672,0.063591285693102,6
"gen1_0047",29,1,0,1,0,1,0,1,1,0,1,0,1,0,0.0605246558077796,0.0651791080818532,0.062485991425935,7
"gen1_0064",13,1,0,1,0,0,0,1,1,0,1,1,0,0,0.0606423177985109,0.045601043702044,0.0632816939418888,6
"gen1_0011",7,0,0,0,0,1,1,1,1,1,1,0,0,1,0.0608503119907181,0.0530877544046584,0.0650132707314474,7
"gen1_0027",23,1,0,1,0,0,1,1,1,0,1,0,0,0,0.0609675567424617,0.04402125010533,0.0640638852070566,6
"gen1_0019",13,0,1,1,1,0,1,1,0,0,1,0,0,0,0.0610338297994199,0.0491981253134759,0.0682958783972491,6
"gen1_0044",3,1,1,1,0,0,1,1,1,0,1,0,0,0,0.0611466110903536,0.0425627417327858,0.0641317312068319,7
"gen1_0041",7,1,1,1,0,0,1,1,1,1,1,0,0,0,0.0613855234378858,0.0547698127971344,0.063036881403057,8
