"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen17_0001",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0002",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0003",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0004",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0005",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0006",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0007",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0008",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0009",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0010",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0011",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0012",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0013",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0014",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0015",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0016",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0017",13,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0018",13,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0019",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0020",14,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0021",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0022",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0023",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0024",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0025",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0026",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0027",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0028",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0029",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0030",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0031",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0032",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0033",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0034",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0035",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0036",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0037",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0038",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0039",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0040",14,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0041",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0042",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0043",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0044",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0045",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0046",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0047",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0048",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0049",14,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0050",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0051",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0052",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0053",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0054",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0055",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0056",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0057",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0058",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0059",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0060",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0061",13,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0062",13,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0063",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen17_0064",11,1,1,1,1,0,0,1,1,1,1,0,1,1
