"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen20_0002",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0539313492521144,0.0794875945952123,8
"gen20_0005",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0462099193783696,0.0794875945952123,8
"gen20_0006",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0461873736907701,0.0794875945952123,8
"gen20_0008",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0387338693473283,0.0794875945952123,8
"gen20_0012",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.04043034740848,0.0794875945952123,8
"gen20_0013",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0475830256251101,0.0794875945952123,8
"gen20_0014",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0537812153565293,0.0794875945952123,8
"gen20_0017",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0594408182021948,0.0794875945952123,8
"gen20_0018",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0496256662164825,0.0794875945952123,8
"gen20_0019",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0528050273947304,0.0794875945952123,8
"gen20_0022",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0316872035002054,0.0794875945952123,8
"gen20_0023",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0540008088496369,0.0794875945952123,8
"gen20_0024",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0594796490037446,0.0794875945952123,8
"gen20_0027",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0464991691208886,0.0794875945952123,8
"gen20_0028",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0508960057552137,0.0794875945952123,8
"gen20_0030",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0567587078372642,0.0794875945952123,8
"gen20_0033",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0449379206673713,0.0794875945952123,8
"gen20_0034",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0525177778138512,0.0794875945952123,8
"gen20_0035",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0573441355688359,0.0794875945952123,8
"gen20_0037",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.055712898564822,0.0794875945952123,8
"gen20_0038",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0428875093274274,0.0794875945952123,8
"gen20_0039",7,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0658248291090747,0.0497366783447417,0.0794875945952123,8
