"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen21_0001",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0002",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0003",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0004",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0005",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0006",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0007",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0008",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0009",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0010",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0011",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0012",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0013",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0014",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0015",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0016",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0017",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0018",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0019",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0020",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0021",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0022",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0023",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0024",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0025",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0026",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0027",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0028",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0029",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0030",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0031",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0032",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0033",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0034",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0035",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0036",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0037",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0038",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0039",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0040",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0041",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0042",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0043",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0044",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0045",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0046",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0047",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0048",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0049",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0050",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0051",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0052",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0053",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0054",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0055",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0056",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0057",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0058",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0059",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0060",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0061",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0062",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0063",7,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen21_0064",7,0,0,0,1,1,1,1,1,1,1,1,0,0
