"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen3_0001",13,0,0,0,1,1,1,1,1,0,1,0,0,0
"gen3_0002",10,1,0,0,1,1,0,1,1,1,1,1,0,0
"gen3_0003",17,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0004",7,0,0,0,0,1,1,1,1,1,1,0,0,0
"gen3_0005",11,1,0,0,1,1,0,1,1,0,0,1,0,0
"gen3_0006",14,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0007",18,1,0,0,1,1,1,1,1,0,1,0,1,0
"gen3_0008",16,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0009",16,0,1,1,0,1,0,1,1,0,1,1,1,1
"gen3_0010",10,1,0,0,1,1,1,1,1,0,0,1,0,0
"gen3_0011",16,1,0,0,1,1,0,1,1,0,0,1,0,0
"gen3_0012",9,1,0,0,0,1,1,1,1,1,1,1,0,0
"gen3_0013",7,1,0,0,0,1,1,1,1,1,1,1,0,0
"gen3_0014",17,1,0,0,1,1,0,1,1,1,0,1,0,1
"gen3_0015",15,0,1,1,1,1,1,1,1,1,1,1,0,0
"gen3_0016",14,0,1,1,0,1,0,1,1,0,1,1,0,1
"gen3_0017",6,0,0,0,0,1,1,1,1,1,1,1,1,0
"gen3_0018",17,1,0,0,1,1,1,1,1,1,1,1,0,1
"gen3_0019",14,0,1,1,1,1,1,1,1,0,0,1,0,0
"gen3_0020",11,1,0,0,1,1,1,1,1,1,1,1,0,0
"gen3_0021",7,0,0,0,1,1,1,1,1,0,1,0,0,0
"gen3_0022",13,0,0,0,0,1,1,1,1,1,1,0,0,0
"gen3_0023",6,1,0,0,0,1,1,1,1,0,1,1,0,0
"gen3_0024",14,0,0,0,1,1,1,1,1,1,1,0,0,0
"gen3_0025",12,1,0,0,1,1,0,1,1,0,1,0,0,0
"gen3_0026",12,0,0,0,1,1,1,1,1,0,0,1,0,0
"gen3_0027",15,1,0,0,1,1,1,1,1,0,0,1,0,1
"gen3_0028",12,1,0,0,1,1,0,1,1,1,0,1,0,0
"gen3_0029",8,1,0,0,1,1,1,1,1,0,0,1,0,0
"gen3_0030",15,1,0,0,0,1,0,1,1,1,1,1,0,0
"gen3_0031",17,1,0,0,1,1,0,1,1,1,0,1,0,1
"gen3_0032",14,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0033",7,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0034",17,1,0,0,0,1,1,1,1,1,1,1,0,0
"gen3_0035",17,0,0,0,1,1,1,1,1,0,1,0,1,1
"gen3_0036",13,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen3_0037",14,0,0,0,0,1,1,1,1,1,1,1,0,1
"gen3_0038",11,1,0,0,1,1,1,1,1,1,1,1,1,0
"gen3_0039",17,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0040",16,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0041",10,1,1,1,1,1,1,1,1,0,1,1,0,1
"gen3_0042",14,0,0,0,1,1,1,1,1,1,0,1,1,0
"gen3_0043",14,0,1,0,0,1,1,1,1,1,1,0,0,0
"gen3_0044",7,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen3_0045",15,0,0,0,1,1,1,1,1,0,1,1,0,0
"gen3_0046",13,1,0,0,1,1,0,1,1,1,0,1,1,1
"gen3_0047",14,0,1,0,1,1,1,1,1,0,0,1,1,0
"gen3_0048",10,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen3_0049",17,1,0,0,1,1,1,1,1,1,1,1,1,0
"gen3_0050",9,0,0,0,0,1,1,1,1,1,1,1,0,1
"gen3_0051",10,1,0,0,1,1,1,1,1,1,1,1,0,0
"gen3_0052",7,0,0,0,0,1,1,1,1,0,0,0,0,0
"gen3_0053",16,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen3_0054",14,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen3_0055",7,1,0,0,0,1,1,1,1,0,1,0,1,0
"gen3_0056",18,1,0,0,1,1,1,1,1,1,1,1,0,0
"gen3_0057",17,1,0,0,1,1,1,1,1,1,1,1,0,1
"gen3_0058",10,0,0,0,1,1,0,1,1,1,1,1,1,0
"gen3_0059",14,1,0,0,0,1,0,1,1,1,0,1,0,0
"gen3_0060",11,1,0,0,1,1,1,1,1,0,1,1,0,0
"gen3_0061",13,0,0,1,1,1,1,1,1,0,1,1,1,0
"gen3_0062",16,0,1,0,0,1,0,1,1,0,1,0,0,1
"gen3_0063",9,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen3_0064",14,1,1,1,0,1,1,1,1,1,1,1,0,0
