"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen9_0017",0.097774,0.094912,0.037634,1,0,1,0,1,1,1,1,0,0,1,0,0,0.0574677004409644,0.0598492902949398,0.0673193635348157,7
"gen9_0042",0.204245,0.090225,0.08727,1,0,1,0,1,1,1,1,0,0,1,0,0,0.0576102144608783,0.0587320391611952,0.0676047434435897,7
"gen9_0055",0.301017,0.089151,0.092187,1,1,1,1,1,1,1,1,0,0,1,0,0,0.057677090938229,0.0980586976713203,0.070560390261207,9
"gen9_0030",0.310744,0.102759,0.054558,1,1,1,0,1,0,1,1,0,0,1,0,0,0.0576795585402439,0.0643280582679214,0.067383341543161,7
"gen9_0049",0.312901,0.092602,0.080774,1,1,1,0,1,1,1,1,0,0,0,0,0,0.0577231650179209,0.056475191048513,0.067708835935429,7
"gen9_0003",0.088203,0.097467,0.049118,0,0,1,0,1,1,1,1,0,0,1,0,0,0.0578879399098454,0.0550295059639302,0.0679127152816426,6
"gen9_0020",0.314241,0.096097,0.063845,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0578893570917828,0.0535915811446431,0.0680999158216012,6
"gen9_0059",0.239359,0.101389,0.083506,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0579448405203775,0.122463003149711,0.0691031385763949,9
"gen9_0031",0.298994,0.086798,0.065998,1,0,1,0,1,0,1,1,0,0,1,1,0,0.0580283515661711,0.0716060214055455,0.0663978362337269,7
"gen9_0035",0.293497,0.111215,0.093214,1,0,1,0,1,0,1,1,0,0,1,0,0,0.058135635036627,0.0577810817122178,0.0672913737437905,6
"gen9_0036",0.263302,0.095669,0.134088,1,1,1,0,1,1,1,1,0,0,1,0,0,0.0582927378395765,0.0724761682196996,0.0693861712197594,8
"gen9_0053",0.126554,0.127314,0.083521,0,0,1,0,1,1,1,1,0,0,1,0,0,0.0583104078495742,0.0621082657979462,0.0685292164336387,6
"gen9_0041",0.223875,0.103292,0.053075,0,1,1,0,1,1,1,1,0,0,0,0,0,0.0584150989760417,0.057869569869856,0.0682035193804506,6
"gen9_0064",0.360535,0.09115,0.143665,1,0,1,0,1,1,1,1,0,0,1,0,0,0.0584981910126668,0.064809226435573,0.0695889785674982,7
"gen9_0063",0.297562,0.085252,0.117725,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0586014985361957,0.0751605518148749,0.0717991673132788,7
"gen9_0019",0.206129,0.10148,0.137583,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0586510877431798,0.0753756930458376,0.0726936458167419,7
"gen9_0052",0.458811,0.107698,0.149823,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0587437455364277,0.0943888392087934,0.073445940787395,7
"gen9_0023",0.204385,0.078882,0.054054,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0587907316072779,0.104918620309701,0.0719940898465607,8
"gen9_0047",0.198922,0.137629,0.063116,0,1,1,1,1,1,1,1,0,0,1,0,1,0.0588972466892912,0.158223379590628,0.0741749457747232,9
"gen9_0004",0.159782,0.107871,0.066619,1,0,1,1,1,1,1,1,0,1,1,0,0,0.058950175015768,0.141311424360003,0.0741560119315599,9
"gen9_0028",0.200114,0.109781,0.135957,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0591483106070883,0.0791394257912596,0.0737526325186576,6
"gen9_0034",0.182654,0.134065,0.147064,1,0,1,0,1,1,1,1,0,0,1,0,0,0.0591591447875874,0.078616927847893,0.0709165711502723,7
"gen9_0021",0.16576,0.132042,0.074336,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0591622367080644,0.186107750550027,0.0750802008872575,10
"gen9_0008",0.170256,0.104645,0.084595,0,0,1,0,1,1,1,1,0,1,0,0,0,0.0592037957507139,0.079236403998598,0.0696465088891172,6
"gen9_0022",0.078017,0.108672,0.133121,0,0,1,0,1,1,1,1,0,0,1,0,0,0.0592161531726631,0.0549631426873694,0.0699605253745086,6
"gen9_0045",0.604008,0.104471,0.164209,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0592205196727329,0.102924861962094,0.0742974005254239,7
"gen9_0051",0.308424,0.110246,0.163685,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0592246216018039,0.0914503023361732,0.0736568781165896,7
"gen9_0057",0.274113,0.116676,0.096269,1,0,1,1,1,1,1,1,0,1,1,0,0,0.0592889288925118,0.16618770863083,0.0752315406070378,9
"gen9_0032",0.257805,0.120086,0.161304,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0593633546136184,0.118449135077718,0.0745510604514302,9
"gen9_0011",0.298935,0.118012,0.171552,1,1,1,1,1,0,1,1,0,0,1,0,0,0.0593932720693857,0.0981547536416969,0.0745003910310847,8
"gen9_0012",0.357647,0.131496,0.165565,1,1,0,1,1,0,1,1,0,0,1,0,0,0.0594074951118578,0.107269765358644,0.074887970018381,7
"gen9_0014",0.172128,0.206041,0.053096,0,1,1,1,1,1,1,1,0,0,1,0,0,0.0595491120122195,0.180001170451941,0.07551934468998,8
"gen9_0033",0.263196,0.094898,0.168438,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0595723938981981,0.0712470908461512,0.0733027553097508,7
"gen9_0061",0.00054,0.113643,0.163464,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0596105747727648,0.0788816103875477,0.0729935728221311,7
"gen9_0025",0.170649,0.162147,0.053978,1,1,1,1,0,1,1,1,0,0,1,0,0,0.0598252019299196,0.0993235745251832,0.0707639303093665,8
"gen9_0039",0.10414,0.107546,0.150507,0,0,1,0,1,0,1,1,0,0,1,0,0,0.0598364389896733,0.0416008552937431,0.0692265836133586,5
"gen9_0054",0.127697,0.110174,0.141912,0,0,1,0,1,1,1,1,0,1,0,0,0,0.0599353790207392,0.0723335385349702,0.0711495889034128,6
"gen9_0013",0.235346,0.130644,0.151677,0,0,1,1,1,1,1,1,0,0,1,1,0,0.0599628740772403,0.131191012851616,0.0760587718429343,8
"gen9_0046",0.337926,0.10461,0.197222,1,1,1,1,1,0,1,1,0,0,1,0,0,0.0603982247659058,0.0960753989097903,0.0745693762926964,8
"gen9_0007",0.211445,0.104921,0.162542,1,1,1,1,1,0,1,1,1,0,1,0,0,0.0604034411523606,0.127113157987329,0.0745767100114914,9
"gen9_0062",0.766695,0.104301,0.150044,1,0,1,1,1,0,1,1,0,0,1,1,0,0.0604659088213869,0.160518086907613,0.0746057712465802,8
"gen9_0018",0.280009,0.086152,0.188516,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0605011645823104,0.0715656443674816,0.0751811354728051,7
"gen9_0048",0.208552,0.199056,0.141657,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0607028485067187,0.14640196143375,0.0773475719977983,7
"gen9_0024",0.19912,0.204669,0.154049,1,1,1,1,1,0,1,1,0,0,1,0,1,0.060890560486088,0.196130362445161,0.0798263449671414,9
"gen9_0002",0.368517,0.300908,0.084358,1,1,1,0,1,1,1,1,0,0,0,0,0,0.0609289355038104,0.156870646373712,0.0698263480827387,7
"gen9_0027",0.205488,0.125508,0.100315,0,0,0,0,1,1,1,1,0,1,1,0,0,0.060931056033521,0.0819122355192054,0.0722778622637553,6
"gen9_0058",0.184604,0.109207,0.141902,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0612592668752161,0.0805554038128753,0.0738208100465382,7
"gen9_0037",0.284851,0.120707,0.165475,0,1,1,1,1,0,1,0,0,0,1,0,0,0.0629387695773422,0.0643170588796516,0.0747792238591164,6
"gen9_0044",0.177253,0.423643,0.093975,1,0,1,1,1,1,1,1,0,0,1,0,0,0.0639491431614088,0.296578524512401,0.0833352712440453,8
"gen9_0026",0.259343,0.605555,0.054868,0,0,1,0,1,1,1,1,0,0,1,0,0,0.0641445761860858,0.228194152258716,0.0718013801459263,6
"gen9_0038",0.224649,0.115561,0.270209,1,0,1,1,1,0,1,1,0,0,1,1,0,0.0644604665849438,0.100928451067983,0.078757744674539,8
"gen9_0001",0.257864,0.088872,0.05575,1,0,1,0,1,1,1,0,1,0,1,0,0,0.0656235102435196,0.0617038251218724,0.0753755556655294,7
"gen9_0043",-0.804496,0.094389,0.149676,1,0,1,1,1,1,1,1,0,1,1,0,0,0.0656408150626725,0.0399754888815389,0.0796331842581426,9
"gen9_0005",0.036746,0.113784,0.33009,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0678480262946268,0.0526059294585817,0.08315477619752,6
"gen9_0056",0.34621,0.852168,0.168787,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0734929586339296,0.459414952722934,0.0955593755429036,7
"gen9_0050",0.31348,0.089075,0.41145,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0743148534408156,0.0361163966275408,0.0875718821299809,6
"gen9_0060",0.301286,0.197457,0.396072,0,1,1,1,1,1,1,1,1,0,0,0,0,0.0759457874088761,0.154454338659585,0.089871414904237,8
"gen9_0015",0.28958,0.79134,0.177032,1,0,1,1,0,1,1,1,0,1,1,1,0,0.084373926347707,0.503245126425604,0.102057272846069,9
"gen9_0006",0.231377,0.07751,0.694526,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0996621462491462,0.0258715987511065,0.118638969068133,7
"gen9_0009",0.730489,0.10416,0.164213,1,0,1,1,1,0,0,1,0,0,1,0,0,0.104722646451004,0.0830553036641584,0.128279657199098,6
"gen9_0010",0.151853,0.104772,0.152232,0,0,1,1,1,0,0,1,0,0,1,0,0,0.106758919700549,0.0464574715594418,0.129666370494507,5
"gen9_0016",0.083995,0.132843,0.140838,0,0,1,0,1,0,0,1,0,0,0,0,0,0.112132992202508,0.0195475325564415,0.131753414887769,3
