"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen7_0027",0.170222,0.093981,0.053772,0,0,1,0,1,1,1,1,0,0,0,0,0,0.0585222434387939,0.0443383655554745,0.0683883496546405,5
"gen7_0049",0.211445,0.104921,0.162542,1,1,1,1,1,0,1,1,0,0,1,0,0,0.0591384375686872,0.0900652205105199,0.0733520103138787,8
"gen7_0001",0.064389,0.094792,0.150647,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0595041299391957,0.0679967191734094,0.0741709419031165,7
"gen7_0048",0.083995,0.132843,0.140838,0,0,1,0,1,0,1,1,0,0,1,0,0,0.0595874995505967,0.0476930359183632,0.069483683106455,5
"gen7_0038",0.835647,0.08659,0.178112,1,0,1,1,1,1,1,1,0,0,1,0,0,0.0596680025993708,0.125910371809871,0.0753618754993353,8
"gen7_0051",0.358077,0.106695,0.145062,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0598955482142172,0.166878070640827,0.0763302849672405,10
"gen7_0060",0.25691,0.053465,0.153861,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0599071263975313,0.0365233163590596,0.0714775972923882,6
"gen7_0002",0.101395,0.182605,0.153139,0,0,1,0,1,0,1,1,0,0,1,0,0,0.0599775935814174,0.0580946526739275,0.0706429670796058,5
"gen7_0026",0.573776,0.067847,0.161241,0,0,1,0,1,0,1,1,0,0,1,0,0,0.0601399994846498,0.0382430587723719,0.0687554169250418,5
"gen7_0030",0.284925,0.132077,0.169788,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0601631558523196,0.0910255472598889,0.0758840116261666,6
"gen7_0028",0.990119,0.087818,0.052431,1,1,1,1,1,1,1,1,0,1,1,0,0,0.060173317045228,0.237961807120296,0.0737634828871401,10
"gen7_0056",0.266516,0.086568,0.168685,0,1,1,0,1,1,1,1,0,1,0,0,0,0.0602018972424101,0.0698136455016719,0.0712850809261778,7
"gen7_0040",0.876691,0.130735,0.167236,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0602214736340351,0.152623805057267,0.0771967850131602,7
"gen7_0062",0.308682,0.092864,0.172325,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0602234846923744,0.14077879479005,0.0761231872949854,10
"gen7_0017",0.943168,0.164287,0.173781,1,1,1,0,1,0,1,1,0,0,1,0,0,0.0602675799264679,0.127533129295202,0.0705618764302675,7
"gen7_0019",0.174711,0.119044,0.150284,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0603292937796722,0.153905666668706,0.0768243305803012,10
"gen7_0004",0.065408,0.210923,0.146519,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0603459383618397,0.111325059735139,0.0774550072234898,6
"gen7_0003",0.178427,0.094805,0.162589,1,0,0,0,1,1,1,1,0,0,1,1,0,0.0603854100238602,0.0758152422666784,0.0706072238168577,7
"gen7_0023",0.237704,0.072228,0.178506,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0603983568000817,0.0973953170207219,0.0756229489478425,9
"gen7_0052",0.067894,0.114694,0.144108,0,0,1,1,1,0,1,1,0,1,1,0,0,0.060423555588309,0.102900997325741,0.0754014046432064,7
