"Par1","Par2"
13,5
1,12
11,10
15,2
4,13
15,7
16,11
8,1
16,7
2,12
1,9
4,2
12,16
13,11
16,15
9,15
6,14
15,10
10,5
8,11
3,7
6,14
12,1
3,14
15,10
3,9
13,12
14,4
4,3
7,2
11,10
7,4
14,13
5,8
14,11
13,14
9,2
5,1
15,10
3,1
2,8
5,6
16,3
5,10
8,14
13,12
9,12
5,7
