"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen18_0026",0.124458,0.120568,0.082149,1,1,0,1,0,1,1,1,0,0,0,0,1,0.0518429034174887,0.066334366336025,0.0581652302270331,7
"gen18_0001",0.139119,0.117981,0.076164,1,0,1,1,0,1,1,1,1,0,0,0,1,0.0518962032929407,0.106176796694655,0.0573649778524729,8
"gen18_0054",0.139464,0.117988,0.077578,1,0,1,1,0,1,1,1,0,0,0,0,1,0.0519304506201727,0.0752945213475605,0.0580618291447022,7
"gen18_0005",0.135406,0.118278,0.079244,1,1,1,1,0,1,1,1,0,0,0,0,1,0.0519700289009545,0.0752547452490893,0.058277734949972,8
"gen18_0056",0.15246,0.117921,0.075483,1,1,1,1,0,1,1,1,1,0,0,0,1,0.0520047995802886,0.118380304023352,0.0574114038787043,9
"gen18_0061",0.148519,0.119466,0.076133,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0520344411719672,0.116948505377075,0.0565387207699028,8
"gen18_0009",0.149099,0.122063,0.075861,1,1,0,1,1,1,1,1,0,1,0,0,0,0.052052123375233,0.118364094089146,0.0565181059000952,8
"gen18_0018",0.114169,0.117403,0.080725,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0520529110659559,0.108309737383452,0.0569403086809857,8
"gen18_0064",0.124781,0.123479,0.07501,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0520719721059464,0.10941183018579,0.056565307965896,8
"gen18_0053",0.129844,0.117988,0.077343,1,1,1,1,0,1,1,1,1,0,0,0,1,0.0520847294337422,0.118707572301115,0.0574263374939867,9
"gen18_0012",0.104351,0.121614,0.086458,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0521281730897576,0.0806908773157531,0.0558273882383146,7
"gen18_0057",0.09986,0.122904,0.081819,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0521368987614229,0.0781259381385655,0.0559122157492092,7
"gen18_0049",0.095717,0.124215,0.082625,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0521419473896353,0.0804177657898266,0.0559294748850902,7
"gen18_0015",0.078934,0.126153,0.088966,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0521677962354449,0.0758081591710374,0.0558998594158723,7
"gen18_0020",0.09486,0.12282,0.08361,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0521855972016442,0.10575784067358,0.0571760240495484,8
"gen18_0016",0.094925,0.1254,0.082285,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0521951730845106,0.111278542492138,0.057101568750635,8
"gen18_0050",0.088881,0.125537,0.083263,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0522208993973567,0.11610540463878,0.0571699606758017,8
"gen18_0021",0.142066,0.118038,0.079154,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0522447564427129,0.125627032119553,0.0572621010162933,9
"gen18_0023",0.094163,0.117612,0.081281,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0522563408008908,0.121864015982881,0.0575290337252315,9
"gen18_0047",0.150639,0.117825,0.078481,1,0,1,1,1,1,1,1,0,0,0,0,1,0.0522901878193679,0.108780098384938,0.0580157885128938,8
"gen18_0039",0.11864,0.119924,0.078576,1,1,0,1,1,1,1,1,0,0,0,0,1,0.0522920886232624,0.0957306511722357,0.057654078334303,8
