"Par1","Par2"
7,14
4,9
12,9
4,11
4,10
2,16
2,10
13,3
13,14
8,2
13,16
5,14
14,9
2,13
1,8
8,2
1,12
7,14
13,6
14,3
9,13
9,5
16,9
2,14
4,8
16,9
10,1
11,1
5,1
16,14
2,16
8,10
2,1
12,8
13,15
15,11
14,5
1,13
9,16
12,3
11,12
9,7
16,9
7,11
8,6
13,11
13,10
14,10
