"NAMES","Mean.Train.MAE","Mean.Train.RMSE","Mean.Train.MAPE","Mean.Train.MBE","Mean.Valid.MAE","Mean.Valid.RMSE","Mean.Valid.MAPE","Mean.Valid.MBE","Mean.Test.MAE","Mean.Test.RMSE","Mean.Test.MAPE","Mean.Test.MBE","Mean.Size.Model","Mean.Num.Features","Sd.Train.MAE","Sd.Train.RMSE","Sd.Train.MAPE","Sd.Train.MBE","Sd.Valid.MAE","Sd.Valid.RMSE","Sd.Valid.MAPE","Sd.Valid.MBE","Sd.Test.MAE","Sd.Test.RMSE","Sd.Test.MAPE","Sd.Test.MBE","Sd.Size.Model","Sd.Num.Features"
"gen9_0001",0.105217216197966,0.127282624135901,Inf,0.028965218649059,0.105756654037673,0.128389917452735,Inf,0.0291896835216442,0.113248645988213,0.135325814708296,35.9537252880004,0.0399455124001786,0.0150133084605517,7,0.00210148911286177,0.00243323868558444,NA,0.0052143808969577,0.00695222148853832,0.00740256467104679,NA,0.0148969622677009,NA,NA,NA,NA,NA,NA
"gen9_0002",0.0471851483851176,0.0720240456024287,Inf,-0.0073757816934608,0.0522715916898891,0.0781186204879199,Inf,-0.00749867575854684,0.0561998341125095,0.0753298789674313,18.0271436553151,0.00838305487071149,0.0677843275176671,7,0.000462713612637602,0.000834833253623344,NA,0.000484417872063987,0.00471409463834809,0.00701630230966501,NA,0.00665489338136698,NA,NA,NA,NA,NA,NA
"gen9_0003",0.0463115981383344,0.0711659722648017,Inf,-0.00784433287202193,0.0525512483709538,0.0784634021964335,Inf,-0.00803140216637432,0.0566301697408367,0.0755032005560032,18.6035907247838,0.00804704899385675,0.0797156516723934,8,0.000456982423500687,0.000827463450368352,NA,0.000372894241166724,0.00457995755294827,0.00669071885124149,NA,0.00658885426458445,NA,NA,NA,NA,NA,NA
"gen9_0004",0.046153670796072,0.0709450586214826,Inf,-0.00746512976115366,0.05316737749404,0.0787407851053439,Inf,-0.00776276481688381,0.0557490437732608,0.0745785614396801,17.4473150631466,0.0106814113678932,0.106059595524768,8,0.00039270430941136,0.000879868572996285,NA,0.000414900573975896,0.00370573069476613,0.00716068892183321,NA,0.00623660760940343,NA,NA,NA,NA,NA,NA
"gen9_0005",0.0482449622657698,0.0734233836536628,Inf,-0.00788704382576975,0.0527819694145385,0.0786919489811941,Inf,-0.00795593648650893,0.0569446645474557,0.07640106466562,18.3805551010576,0.00835801005174634,0.0599470322254945,6,0.000448264039984917,0.000823928320722526,NA,0.000718612472498359,0.00450377054909119,0.00676344719871406,NA,0.00647930769263065,NA,NA,NA,NA,NA,NA
"gen9_0006",0.0484898627785521,0.0736755223245468,Inf,-0.00700906030094354,0.0538126130598334,0.0800026369820337,Inf,-0.00720534958031262,0.056198955187165,0.0764104069320675,17.0468299903744,0.00907388715226035,0.080081163975179,7,0.000328398682297136,0.000701344062576429,NA,0.000594900109486124,0.00381592621202516,0.00586041772813735,NA,0.00700468599366723,NA,NA,NA,NA,NA,NA
"gen9_0007",0.0476367514929808,0.0735313713027708,Inf,-0.00845234435147381,0.0538439358185228,0.080247191894821,Inf,-0.00901638584939303,0.0548021753699172,0.0739808816350633,16.7209776513782,0.00954936480413663,0.0726934707957179,8,0.000463601166883992,0.00100384778580118,NA,0.000715171213590724,0.00439720135244347,0.00808113949635873,NA,0.00646480653050335,NA,NA,NA,NA,NA,NA
"gen9_0008",0.0898736499361625,0.110507364973057,Inf,0.0208226564901163,0.090752267236657,0.111980018983736,Inf,0.0206559432654483,0.0990909118568846,0.120359466914521,31.7801831341258,0.0322730213741874,0.0253368782589898,7,0.00131442398117156,0.00154090548219936,NA,0.00187038616595001,0.00633954019610927,0.00806740749333387,NA,0.0120279563591049,NA,NA,NA,NA,NA,NA
"gen9_0009",0.0428689766480636,0.0671366654325169,Inf,-0.00751232172411316,0.0528666264504631,0.0786991382244506,Inf,-0.00780855224890294,0.0588178039628138,0.0806570414722767,19.5150404244966,0.00626401257384809,0.119685134560704,9,0.000473742464494298,0.000892033050039263,NA,0.000592620613640572,0.00450482732566621,0.00643649461363802,NA,0.00693779248424178,NA,NA,NA,NA,NA,NA
"gen9_0010",0.0513908771839343,0.0791375350715991,Inf,-0.0106986527835308,0.0535233844156919,0.0810546953050544,Inf,-0.010777813583243,0.0557833410967669,0.077577338529773,16.2190320105385,0.0138520388420801,0.0328720786693413,4,0.000557574233764276,0.00105693239960957,NA,0.000490820475869484,0.00495736357856422,0.00804291175923387,NA,0.00662322783611474,NA,NA,NA,NA,NA,NA
"gen9_0011",0.0429518841705228,0.0676145505770384,Inf,-0.00693348250699152,0.0529970528614845,0.0803169386645507,Inf,-0.00770576240039113,0.0583078891401381,0.0780716406116034,17.7835904092179,0.00985646606070812,0.153674564826164,7,0.000364075312058919,0.00104408035341705,NA,0.000406935205767594,0.00293344402579801,0.00745343486851341,NA,0.00596823848325865,NA,NA,NA,NA,NA,NA
"gen9_0012",0.0483329388584921,0.0740686894816792,Inf,-0.00892447980098429,0.0532578385452122,0.0794843948333573,Inf,-0.00930667787753557,0.0578376994054937,0.0793654401582742,18.1670459766758,0.00898570309962526,0.0607885910692725,6,0.000393978286562498,0.000726173941632553,NA,0.000374855800121129,0.00389008350423073,0.00547358844923341,NA,0.00714020224060554,NA,NA,NA,NA,NA,NA
"gen9_0013",0.0390226457056003,0.0600070555053807,Inf,-0.00423938799314389,0.0584875017749812,0.0859450668602314,Inf,-0.00602481656519246,0.0623728439417304,0.0839025652831637,20.7722671101637,0.00473761091712874,0.264743183127709,6,0.000371173925327041,0.000721791218826494,NA,0.000385852878884227,0.00441695405043365,0.00712568876623279,NA,0.00720911046272844,NA,NA,NA,NA,NA,NA
"gen9_0014",0.0627084514124723,0.0778464192081742,Inf,0.0162776618323052,0.0665021024411071,0.0842595343463931,Inf,0.0159739677232202,0.0766867542877972,0.0927677408556845,22.4446341909018,0.0310164417602057,0.0669838139849637,7,0.0010443164391641,0.00096576858907715,NA,0.00167327986919365,0.0044777658890385,0.00603651452891874,NA,0.00895947921061001,NA,NA,NA,NA,NA,NA
"gen9_0015",0.0652580467343624,0.0797667048907538,Inf,0.0181095105007098,0.0694964827010083,0.0871714593343952,Inf,0.0175444923857971,0.0824612961968066,0.0988775645617956,25.8903876369576,0.0327999253111733,0.0744221350491989,9,0.000484624868333917,0.000437665294030763,NA,0.00162410807790061,0.00560388735535066,0.00744396809622936,NA,0.00780105840382384,NA,NA,NA,NA,NA,NA
"gen9_0016",0.0582329056185074,0.0796284406352245,Inf,0.00123788841015997,0.0597242041489996,0.0816457093107987,Inf,0.00101569000757374,0.066258974516255,0.0830222556377147,18.2387962684542,0.0245072810170835,0.0259302147618442,6,0.000458847934061712,0.000711361030658944,NA,0.0004696361765565,0.00478417119008352,0.00663567486437195,NA,0.00557608422357781,NA,NA,NA,NA,NA,NA
"gen9_0017",0.0460364251205138,0.0704384121626864,Inf,-0.00739281275375092,0.0528993957643034,0.0789701543788903,Inf,-0.0075333505467551,0.0583981831148057,0.0804793900331128,19.3748497622821,0.00673563123294884,0.0810388486646507,7,0.000473260308643204,0.000763803912316725,NA,0.000353294675838387,0.0048904944507874,0.00676908292335391,NA,0.00712589432857114,NA,NA,NA,NA,NA,NA
"gen9_0018",0.0519063498864678,0.0782303135341508,Inf,-0.0073535601955208,0.0552247262368444,0.0819437990445497,Inf,-0.00742529196464085,0.0573799388741185,0.077922250437133,17.7566251303373,0.00769422852087368,0.0321382202334787,5,0.000603669385877609,0.000871160444756904,NA,0.000597133851922783,0.00574199364461819,0.00850087134444974,NA,0.00664824455048903,NA,NA,NA,NA,NA,NA
"gen9_0019",0.0476678705380731,0.0731328286084511,Inf,-0.00758071059900547,0.0526964972805581,0.0789202930641817,Inf,-0.00815588238381177,0.0558393944312216,0.0753839898978686,16.8209345203198,0.00916217576478862,0.0674153923681299,7,0.000430417223349923,0.000987172384635016,NA,0.000528661039501408,0.00379117410153459,0.00762548131538354,NA,0.00610264176752284,NA,NA,NA,NA,NA,NA
"gen9_0020",0.050761335688931,0.0775462675081994,Inf,-0.00944131659682804,0.0533068693360376,0.0802771675677766,Inf,-0.0097596304454269,0.0546301252664536,0.0752680602390689,16.1294345796121,0.0129123072274457,0.0400638994074221,6,0.000539024542319985,0.000973819255904194,NA,0.000366240977783111,0.00485437285906273,0.00775716337159486,NA,0.00673487497660067,NA,NA,NA,NA,NA,NA
"gen9_0021",0.0457755816166343,0.0709975614590036,Inf,-0.00774671794119993,0.0530577635619254,0.0796964744127867,Inf,-0.00803881035977478,0.056695453173913,0.0785734076651609,17.9612166558695,0.00945804847810201,0.0975629670309406,7,0.000522582798824471,0.000833253914028316,NA,0.000657967639645307,0.00383853179431325,0.00566028130144953,NA,0.00759727774260912,NA,NA,NA,NA,NA,NA
"gen9_0022",0.0492387456299169,0.0754998516041631,Inf,-0.00843573557808605,0.0530256299768034,0.0795391767095543,Inf,-0.00876164340883184,0.0555143280079011,0.0750730383177474,16.6822608481527,0.0122439513681886,0.0517321793846736,6,0.000412168028852424,0.000888055777620848,NA,0.000736333900147336,0.00388786383256955,0.00662585551191987,NA,0.00635098454708024,NA,NA,NA,NA,NA,NA
"gen9_0023",0.101430024032837,0.135557375418744,Inf,-0.0110293660785319,0.108308826036865,0.141278554904972,Inf,-0.0113949496742133,0.119029269405791,0.142754485388328,30.985463186259,0.019818039549034,0.0509131912368891,6,0.000527236534658812,0.00100618998817672,NA,0.000958864470721481,0.0049898000540072,0.00792733377391886,NA,0.0129271807899544,NA,NA,NA,NA,NA,NA
"gen9_0024",0.0479871715107578,0.0730008687236903,Inf,-0.00744781416473507,0.0528515939541502,0.0788268831409511,Inf,-0.00752508044877068,0.0569121165050445,0.0764674673953204,18.3679033171428,0.00865585089400576,0.0640047082297968,6,0.000475370291462876,0.000822243105569567,NA,0.000626198543272159,0.00454430741334511,0.00688658215996745,NA,0.00669794609306391,NA,NA,NA,NA,NA,NA
"gen9_0025",0.048951304197551,0.0755902644247269,Inf,-0.00871123352347877,0.0525993643979825,0.0795274505079824,Inf,-0.00881622446146743,0.0556758763804981,0.0779327927777416,16.7618592891477,0.00986991368170587,0.0483549001179156,6,0.000448895026116593,0.000801970125337394,NA,0.000464809162925771,0.00420893559781877,0.00638127223331943,NA,0.00738196778989842,NA,NA,NA,NA,NA,NA
"gen9_0026",0.0488850763387197,0.0749116804637956,Inf,-0.00878361676391355,0.0532225146217436,0.0793800378429227,Inf,-0.00885527117962866,0.0570835326078991,0.0782601756480141,16.9828783142685,0.0100236589745354,0.0516066901335434,6,0.00055765912529899,0.00129375786426214,NA,0.000450152186418778,0.00576852809577699,0.010015204222761,NA,0.00724822456894888,NA,NA,NA,NA,NA,NA
"gen9_0027",0.0454889602147495,0.0685599855472047,Inf,-0.00570762025003214,0.0548559539727066,0.0805140623354455,Inf,-0.00570058313563896,0.0592929440286281,0.0791013947217016,19.8631152197829,0.0130753655815767,0.1387109625043,9,0.00041345795484402,0.000598523714183379,NA,0.000536288397202159,0.00405297647660909,0.00511693641967567,NA,0.00700025039278079,NA,NA,NA,NA,NA,NA
"gen9_0028",0.0486107367861158,0.0740029475278737,Inf,-0.00868559986950727,0.0523551055703954,0.0781087663220434,Inf,-0.00885521301193411,0.0570379862070555,0.0760948914443537,17.9746016863269,0.00788596401331775,0.0468385347468375,7,0.000450717515739056,0.000833851995891695,NA,0.000570410883425128,0.00460459141567958,0.00677552367545317,NA,0.00646051076663474,NA,NA,NA,NA,NA,NA
"gen9_0029",0.118068041813601,0.141043468892927,Inf,0.0396928170762228,0.11886477367754,0.141968136468878,Inf,0.0395904341793057,0.129395968512394,0.152948605576591,39.6966234369955,0.0537507271755808,0.0103157202392037,7,0.000934356182178048,0.00100336978652341,NA,0.00243543765363208,0.00823163573187311,0.0081769827104306,NA,0.0168469642303655,NA,NA,NA,NA,NA,NA
"gen9_0030",0.0388127731072654,0.0600977967830707,Inf,-0.00524200255431196,0.0568079678041075,0.0842565892290738,Inf,-0.00717927267954301,0.0596239644652614,0.0787438976411957,20.6661556923978,0.00245834992051941,0.226022360784074,7,0.00038492599657315,0.00088176814711173,NA,0.000468843753670451,0.0051473303621772,0.00732710732295593,NA,0.00820736624850763,NA,NA,NA,NA,NA,NA
"gen9_0031",0.0480423697916431,0.0732332456161818,Inf,-0.00787541599195288,0.0528177736356946,0.0787999389739458,Inf,-0.00795086376825424,0.056762539800498,0.076288395756873,18.4315891428758,0.008023977653732,0.0577289319130396,6,0.000453534901769884,0.000837587158182608,NA,0.000552816050451494,0.00449613767435171,0.00678320133497797,NA,0.00660478189260735,NA,NA,NA,NA,NA,NA
"gen9_0032",0.0464748501543664,0.0712973596236679,Inf,-0.00772889685531251,0.0524658139449244,0.0783317922821835,Inf,-0.00789099117345355,0.0564396289948171,0.0753079017114501,18.5088122457525,0.00824243614090924,0.0817163485606213,8,0.00045867031813964,0.000837325712659711,NA,0.000315571184279172,0.00459229548094673,0.00668590743778174,NA,0.00661273473342067,NA,NA,NA,NA,NA,NA
"gen9_0033",0.0492144659751913,0.0755256343451332,Inf,-0.00855185490886125,0.0530073758563794,0.0795390070158899,Inf,-0.00889297271495163,0.0554441576526003,0.0749396927140311,16.6363876081807,0.0121593035401795,0.0526291437969025,6,0.000413695080026803,0.000884801791355344,NA,0.000683169434487431,0.00389882711030442,0.00661467498693431,NA,0.00629253586905868,NA,NA,NA,NA,NA,NA
