"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen2_0001",0.111853,0.412298,0.088596,0,1,0,1,0,1,1,1,0,0,0,0,0,0.0536057163352766,0.111319624821694,0.057136998485756,5
"gen2_0048",0.315266,0.137312,0.127734,1,0,1,1,1,1,1,1,1,0,0,1,0,0.0553585555342901,0.18541014515005,0.057436701589136,9
"gen2_0055",-0.185529,0.297245,0.027842,1,0,1,1,0,0,1,1,0,1,0,1,0,0.0562321843418282,0.148588423154283,0.0563640975901156,7
"gen2_0023",-0.351991,0.376156,0.105034,1,1,0,0,0,1,1,1,0,1,0,0,0,0.0576477871195462,0.083917085584447,0.0575330118194443,6
"gen2_0054",0.160256,0.31839,0.131973,0,0,0,1,1,1,1,1,0,0,0,1,0,0.0576896744679697,0.143282782536127,0.0630285313197592,6
"gen2_0044",0.118412,0.360213,0.179957,1,1,0,0,0,1,1,1,0,0,0,0,0,0.0577063877240452,0.0595725701096495,0.0608782078642801,5
"gen2_0042",0.207442,0.401033,0.173462,0,1,0,1,0,1,1,1,0,1,0,0,0,0.0579800074659653,0.185955267476233,0.0609698894153444,6
"gen2_0031",-0.29428,0.495237,0.110105,0,1,0,0,0,0,1,1,0,1,0,0,0,0.0580408194116376,0.0694725827422392,0.0585429228736033,4
"gen2_0033",-0.326291,0.422884,0.10415,0,1,0,1,0,0,1,1,1,0,0,1,0,0.0584530592839869,0.124913171603336,0.0576244205790588,6
"gen2_0004",0.323358,0.271098,0.143532,1,0,1,0,1,1,1,0,0,0,0,1,0,0.0589731934270555,0.111721754306609,0.0660091046216898,6
"gen2_0064",-0.242158,0.352615,0.124351,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0591326953625154,0.0677300091599711,0.0620235446849126,5
"gen2_0021",-0.320148,0.496906,0.038777,1,0,1,1,0,1,1,1,0,0,1,1,0,0.0592886666102142,0.170829082287277,0.0617837974114916,8
"gen2_0003",-0.333444,0.477186,0.155931,0,0,0,0,0,1,1,1,0,0,0,1,0,0.059333280046182,0.037466991351545,0.0644718289862145,4
"gen2_0053",0.274955,0.327504,0.100155,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0593600283315868,0.198584847493049,0.059187014669218,8
"gen2_0028",0.332879,0.336303,0.130473,1,0,1,0,0,0,1,0,0,1,0,0,0,0.0594759377129565,0.0634047248345983,0.0628570071076445,4
"gen2_0029",-0.230971,0.513317,0.145852,1,0,1,0,1,1,1,1,0,0,0,1,0,0.0607837813055207,0.157208629621239,0.0629515430080274,7
"gen2_0017",0.740867,0.337411,0.143058,1,0,1,0,0,1,1,1,0,1,0,1,0,0.0608312686635715,0.234882101203969,0.0603498878389721,7
"gen2_0012",-0.822986,0.475847,0.023327,0,1,0,1,0,0,1,1,0,0,0,1,1,0.060859231480991,0.0726944447647619,0.0620664729076476,6
"gen2_0050",-0.140433,0.560187,0.131636,0,1,1,0,0,0,1,1,0,1,0,0,0,0.0608759044882778,0.11251519908551,0.0591176884565593,5
"gen2_0063",-0.269113,0.351967,0.066159,1,0,1,1,0,1,1,0,0,0,1,1,1,0.060882550888311,0.129634883161708,0.0654336394590695,8
"gen2_0025",-0.30003,0.333623,0.108775,0,1,1,0,1,0,1,0,1,1,0,0,0,0.0610023923613793,0.120802604895471,0.0636639471970361,6
"gen2_0052",-0.304935,0.286584,0.133357,0,1,0,1,0,0,1,0,0,1,1,1,0,0.0613443726966701,0.080228874078757,0.0653629466216257,6
"gen2_0026",-0.232833,0.680064,0.102799,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0614228701431472,0.212529505012708,0.0630179550096441,6
"gen2_0051",0.131712,0.34957,0.230722,1,0,1,0,1,0,1,1,0,0,0,0,0,0.061728192301665,0.0841051642022676,0.0653765905426652,5
"gen2_0061",-0.312004,0.48822,0.182783,1,0,1,1,0,1,1,0,0,1,1,0,0,0.0619374461276282,0.132647334248649,0.06813502097112,7
"gen2_0024",-0.049638,0.464911,0.146714,0,0,0,0,0,1,1,1,1,1,0,1,0,0.0619870499220292,0.155807250311812,0.0606516679152544,6
"gen2_0020",-0.917998,0.203431,0.051794,1,1,0,1,0,0,1,0,0,0,1,1,0,0.0621540616264431,0.0336323895572633,0.0638763332321012,6
"gen2_0036",0.590073,0.468952,0.158858,0,0,1,1,0,0,1,1,1,0,0,1,0,0.062430577058698,0.302570197335088,0.0626160920075294,6
"gen2_0030",-0.334891,0.623415,0.124163,0,0,0,0,0,0,1,1,0,1,0,1,1,0.0624803994311551,0.0915704299836921,0.0689649753205679,5
"gen2_0040",0.315536,0.385476,0.12538,1,0,1,1,0,1,1,0,0,1,1,1,1,0.0629387897238047,0.327495180804569,0.0692901153236978,9
"gen2_0027",-0.309966,0.288936,0.110549,0,1,0,1,1,1,1,0,1,1,0,0,0,0.063060497201369,0.138835416129822,0.0665888792906865,7
"gen2_0005",-0.244061,0.501865,0.064842,1,0,1,1,0,1,1,1,0,1,1,1,0,0.0631926355621338,0.262852402926993,0.0651794501319133,9
"gen2_0032",-0.238583,0.51845,0.101469,1,0,1,0,0,0,1,0,1,1,0,0,1,0.0632997933003401,0.150306263148684,0.0683648474697231,6
"gen2_0034",-0.307598,0.408443,0.149271,0,1,0,0,0,1,1,0,0,1,0,0,0,0.0634210831168351,0.0436744288327784,0.0675978859243345,4
"gen2_0008",-0.120407,0.365056,0.090269,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0635150532802439,0.0279689170828217,0.0632644341666301,3
"gen2_0038",-0.230336,0.358402,0.0739,0,1,0,1,1,1,1,0,0,0,0,1,0,0.0635241737379019,0.103028480814962,0.0654846156641929,6
"gen2_0002",-0.068185,0.363881,0.289384,0,1,0,0,0,1,1,1,1,1,0,0,0,0.0641100120485437,0.117351469524183,0.0650976048589446,6
"gen2_0057",-0.366492,0.394913,0.04164,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0642404414475072,0.0241573265810921,0.0630492469227901,3
"gen2_0006",-0.300445,0.354141,0.200232,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0644226784864525,0.0849774860425294,0.0681663056657507,5
"gen2_0018",0.679573,0.315653,0.120829,0,0,0,0,0,1,1,0,0,1,0,1,1,0.0648275138779106,0.0894972708931471,0.0758072779863617,5
"gen2_0039",0.537485,0.343167,0.13271,1,0,0,0,1,1,1,0,0,1,0,0,0,0.0649820866582074,0.147730618773528,0.0712019890788925,5
"gen2_0043",-0.98768,0.373699,0.101219,1,1,0,1,1,0,1,1,0,0,0,0,1,0.06506710230797,0.0579533404198797,0.0681833769270906,7
"gen2_0009",1.097082,0.381966,0.120355,1,0,0,0,0,1,1,0,0,1,0,1,1,0.0655990539811906,0.204906475946565,0.0748404107513311,6
"gen2_0037",-0.157281,0.364559,0.069144,0,0,0,1,0,0,1,0,0,0,1,0,1,0.0659384594309142,0.0295354501503584,0.0721933888779832,4
"gen2_0011",-0.26721,0.357905,0.052775,0,0,1,0,0,1,1,0,0,0,0,1,1,0.0660175815459388,0.0508758200919651,0.0757232697272574,5
"gen2_0049",-0.212392,0.464415,0.098227,1,0,1,1,1,0,1,0,0,1,0,1,1,0.0668837233769328,0.244898824554367,0.0727995261318055,8
"gen2_0010",0.637594,0.589365,0.120896,1,0,0,1,0,0,1,0,0,0,0,1,1,0.0677030136912061,0.140145603756446,0.0722047693793995,5
"gen2_0059",-0.468031,0.597768,0.096108,1,1,1,1,0,0,1,1,0,1,1,1,0,0.0678139321485826,0.204834711057295,0.0699685487568996,9
"gen2_0045",-0.008111,0.482117,0.09684,0,0,0,1,0,0,1,0,1,0,0,1,1,0.0690198026798045,0.0973466770245987,0.0741840825983878,5
"gen2_0058",-0.756939,0.435075,0.079177,0,1,0,1,0,0,1,0,1,1,0,1,1,0.0690307453499154,0.102782917113818,0.0731374181696843,7
"gen2_0035",0.255748,0.670556,0.234806,1,0,1,0,1,1,1,0,0,1,0,0,1,0.0695068061045534,0.283852621296097,0.0757026381872419,7
"gen2_0022",-0.712525,0.431877,0.141,1,1,0,0,1,0,1,0,0,1,1,1,0,0.0695608554837796,0.0881886325142553,0.0759370930563599,7
"gen2_0014",1.078239,0.479962,0.27958,0,0,1,0,0,1,1,1,1,1,0,0,0,0.0700234158005217,0.310017213065473,0.0696175633290986,6
"gen2_0060",-0.564642,0.331015,0.083669,1,0,0,0,1,1,1,0,0,0,1,1,0,0.0701208834082635,0.0507173810961162,0.0752152917997002,6
"gen2_0015",-0.788612,0.582106,0.042042,1,1,0,0,1,0,1,0,0,0,1,1,0,0.070262340206206,0.0632448434753029,0.0729302884852962,6
"gen2_0016",-0.354427,0.651458,0.225629,1,0,0,1,0,0,1,0,1,0,1,0,0,0.0715024335638825,0.0920840548739421,0.0755930352805589,5
