"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen4_0001",15,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen4_0002",16,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0003",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0004",15,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0005",19,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0006",8,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0007",12,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0008",12,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0009",16,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen4_0010",13,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0011",14,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0012",9,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0013",9,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0014",6,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen4_0015",14,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0016",5,0,1,1,1,1,1,1,1,1,0,0,1,1
"gen4_0017",17,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0018",16,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0019",16,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0020",12,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0021",8,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0022",13,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0023",17,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0025",13,0,1,1,1,1,1,1,1,1,0,0,1,1
"gen4_0026",7,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0027",14,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0028",13,0,1,1,0,1,1,1,1,1,1,0,1,1
"gen4_0029",15,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen4_0030",15,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0031",8,1,1,1,0,1,1,1,1,1,1,0,1,0
"gen4_0032",12,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0033",6,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0034",15,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0035",15,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0036",16,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0037",13,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0038",15,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0039",14,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0040",13,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0041",9,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0042",14,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0043",9,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0044",9,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0045",12,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0046",13,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0047",9,0,1,1,1,1,1,1,1,1,0,1,0,1
"gen4_0048",5,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0049",15,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0050",9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen4_0051",14,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0052",8,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0053",8,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen4_0054",17,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0055",14,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0056",16,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0057",10,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0058",11,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen4_0059",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0060",16,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0061",9,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0062",14,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen4_0063",13,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen4_0064",14,1,1,1,1,1,1,1,1,1,1,0,0,0
