"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen27_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen27_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
