"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen11_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0453115214992775,0.0633206209667916,12
"gen11_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0529021445622005,0.0633206209667916,12
"gen11_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0457542299226854,0.0633206209667916,12
"gen11_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0560508562423533,0.0633206209667916,12
"gen11_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0489562479463316,0.0633206209667916,12
"gen11_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0473094735189619,0.0633206209667916,12
"gen11_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0548678938248264,0.0633206209667916,12
"gen11_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0435670696125297,0.0633206209667916,12
"gen11_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0457395148034616,0.0633206209667916,12
"gen11_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.045402542746358,0.0633206209667916,12
"gen11_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0418015249215663,0.0633206209667916,12
"gen11_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0477213622404699,0.0633206209667916,12
"gen11_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0480232877054357,0.0633206209667916,12
"gen11_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0476151652467652,0.0633206209667916,12
