"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen30_0001",15,0,0,1,1,1,0,1,1,1,1,1,1,1
"gen30_0002",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen30_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0007",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen30_0008",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen30_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0011",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen30_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0016",12,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen30_0017",15,0,1,1,1,1,1,1,1,1,0,0,1,1
"gen30_0018",15,0,1,1,1,1,1,1,0,0,1,0,1,1
"gen30_0019",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen30_0020",15,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen30_0021",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen30_0022",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen30_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0026",8,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0029",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen30_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0031",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen30_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0033",15,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen30_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0035",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0039",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen30_0040",12,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0041",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen30_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0046",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen30_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0050",19,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0052",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen30_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0054",26,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0056",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen30_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0059",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen30_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0061",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen30_0062",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen30_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
