"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen21_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen21_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
