"Par1","Par2"
15,9
1,8
16,15
14,15
6,9
9,5
7,12
5,4
15,3
14,10
11,15
10,1
16,13
7,1
10,9
2,4
16,3
14,7
11,2
7,10
15,1
2,8
5,15
3,11
7,5
12,6
5,8
13,14
15,8
8,12
14,10
2,12
14,7
3,16
3,14
3,14
5,9
15,14
8,3
12,3
12,3
3,8
6,9
16,2
12,7
15,7
1,5
10,7
