"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen23_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen23_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
