"Par1","Par2"
8,10
8,2
12,5
10,7
10,13
14,5
6,13
16,12
14,16
9,8
12,15
9,7
13,8
9,15
5,4
12,6
16,12
12,1
3,16
7,14
3,11
6,15
2,4
16,11
15,5
12,3
2,8
16,2
3,11
10,7
1,9
14,3
12,15
16,12
6,2
9,10
7,4
10,16
12,4
12,3
7,2
6,1
9,2
2,9
7,10
7,10
6,16
13,2
