"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen21_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0476219200635832,0.0633206209667916,12
"gen21_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0424196556607599,0.0633206209667916,12
"gen21_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0466813020983797,0.0633206209667916,12
"gen21_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0437138645575474,0.0633206209667916,12
"gen21_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0522720425247194,0.0633206209667916,12
"gen21_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0480835689958727,0.0633206209667916,12
"gen21_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0473936828143268,0.0633206209667916,12
"gen21_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0500573647260177,0.0633206209667916,12
"gen21_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0391209248788966,0.0633206209667916,12
"gen21_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0482600493675024,0.0633206209667916,12
"gen21_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0511245821539996,0.0633206209667916,12
"gen21_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0539788224095011,0.0633206209667916,12
"gen21_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0515379489271213,0.0633206209667916,12
"gen21_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0490916132993249,0.0633206209667916,12
"gen21_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0473311421454381,0.0633206209667916,12
"gen21_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0471601319624016,0.0633206209667916,12
"gen21_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0493294005128276,0.0633206209667916,12
"gen21_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0425870420784635,0.0633206209667916,12
"gen21_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0456823622465983,0.0633206209667916,12
"gen21_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.051778428553834,0.0633206209667916,12
"gen21_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0478652661746744,0.0633206209667916,12
"gen21_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0384902283732482,0.0633206209667916,12
"gen21_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0472878132669596,0.0633206209667916,12
"gen21_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0522545289669586,0.0633206209667916,12
"gen21_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0506166410041305,0.0633206209667916,12
"gen21_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0536207341358281,0.0633206209667916,12
"gen21_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0504108682349281,0.0633206209667916,12
"gen21_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0544684236904512,0.0633206209667916,12
"gen21_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0460252629527642,0.0633206209667916,12
"gen21_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0448513295454965,0.0633206209667916,12
"gen21_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0502661663888986,0.0633206209667916,12
"gen21_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0387668968566368,0.0633206209667916,12
"gen21_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0507491921470935,0.0633206209667916,12
"gen21_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0526022678324746,0.0633206209667916,12
"gen21_0038",15,0,1,1,1,1,1,1,1,1,1,0,1,1,0.0592586762764943,0.0507752332422893,0.0633206209667916,11
"gen21_0060",15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059336921780012,0.0491975048075692,0.0625015809124899,13
"gen21_0041",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0596487334648569,0.0485199376212841,0.0634729478218227,12
"gen21_0022",15,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0597122622269859,0.0382840771544337,0.0627685494358057,12
"gen21_0053",15,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0597154471495012,0.0414146707890272,0.0636808107927796,10
"gen21_0029",15,0,1,1,0,1,1,1,1,1,1,1,1,1,0.0597484213764847,0.0469657337421185,0.0622323590740826,11
"gen21_0036",15,0,1,1,0,1,1,1,1,1,1,1,1,1,0.0597484213764847,0.0436654764451755,0.0622323590740826,11
"gen21_0039",15,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0597852150558008,0.0458594145475302,0.0628501517595895,11
"gen21_0024",15,0,1,1,1,1,0,1,1,1,1,1,0,1,0.0598839888338761,0.0351168638965904,0.063120482893918,10
"gen21_0018",15,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0599266141235303,0.0491126532861481,0.0634464324948268,11
"gen21_0043",15,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0599266141235303,0.0458485575183766,0.0634464324948268,11
"gen21_0048",15,0,1,1,1,0,1,1,1,1,1,0,1,1,0.0600067118758549,0.0424491132454897,0.0646638192712357,10
"gen21_0062",15,0,1,1,1,0,1,1,1,1,1,1,1,1,0.0600337809467725,0.0450238875692716,0.0646638192712357,11
"gen21_0013",15,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0601717025163988,0.0443036198297057,0.0633897347657235,12
"gen21_0059",15,0,1,1,1,1,1,1,1,0,1,1,1,1,0.0601912989094969,0.0479280923071955,0.0636578433525045,11
"gen21_0017",15,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0602344037569059,0.0415072001354694,0.0629883106203709,11
"gen21_0046",15,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0602344037569059,0.047220925664638,0.0629883106203709,11
"gen21_0052",15,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0602344037569059,0.0448157413989694,0.0629883106203709,11
"gen21_0056",15,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0602344037569059,0.0427626253320454,0.0629883106203709,11
"gen21_0054",4,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0602661324747739,0.0396789137530625,0.0629530399354142,11
"gen21_0023",15,0,1,1,1,1,1,1,1,0,0,1,1,1,0.0604265374632011,0.0403872794130231,0.0631368157550917,10
"gen21_0031",15,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0605959828045358,0.0444381532655759,0.0645307159111772,10
"gen21_0011",15,0,0,1,1,1,1,1,1,1,0,1,1,0,0.0606483094352844,0.050740238976221,0.0636970708174842,9
"gen21_0012",15,0,1,1,1,1,1,1,0,1,1,1,1,1,0.0606617917113149,0.0256425460846604,0.0622040513591775,11
"gen21_0034",15,0,1,1,0,1,1,1,1,0,1,1,1,1,0.0608159095207542,0.0359617220588318,0.0629685678655962,10
"gen21_0035",15,0,1,1,1,1,0,1,1,0,1,1,1,1,0.0609467218202747,0.034287182497176,0.0637007422450435,10
"gen21_0050",26,0,1,1,1,1,1,1,0,1,1,1,1,1,0.061234505439137,0.025624353769957,0.0636710958854246,11
"gen21_0051",15,0,0,1,1,1,1,1,0,1,0,1,1,1,0.0678871753966779,0.0330600554485411,0.0730371808693773,9
"gen21_0008",15,0,1,1,1,1,1,0,1,1,1,1,1,1,0.103453213404644,0.0357916154362871,0.118772300778133,11
"gen21_0028",15,0,1,1,1,1,1,0,1,1,0,1,1,1,0.104463204269067,0.0294578986969693,0.119359737012123,10
