"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen14_0001",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen14_0002",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0018",15,0,1,0,1,1,1,1,1,1,0,0,1,0
"gen14_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0020",15,0,0,1,1,1,1,0,1,1,1,1,1,1
"gen14_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0025",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen14_0026",4,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen14_0027",15,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen14_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0030",27,0,1,1,1,0,1,1,1,1,1,1,0,1
"gen14_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0033",15,1,1,1,1,1,0,1,1,1,1,1,0,1
"gen14_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0035",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen14_0036",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0038",15,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen14_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0041",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen14_0042",15,0,1,1,1,1,1,1,1,1,1,1,0,0
"gen14_0043",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen14_0044",15,0,1,1,0,1,1,1,1,1,1,0,1,1
"gen14_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0046",20,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen14_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0049",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen14_0050",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen14_0051",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0052",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen14_0053",10,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0055",15,0,1,1,1,1,1,1,1,0,1,1,1,0
"gen14_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0058",22,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen14_0061",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen14_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen14_0064",15,0,1,1,1,0,1,1,1,1,1,1,1,1
