"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen1_0040",16,0,1,1,1,1,1,1,1,1,0,1,1,1,0.06031634407726,0.0493182893287026,0.0628919969575054,11
"gen1_0001",6,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0604281480889835,0.0409595674020658,0.0608157282032346,11
"gen1_0021",6,1,1,1,1,1,1,1,1,0,1,1,0,1,0.0605967403944577,0.035814419071714,0.0623258556463561,11
"gen1_0022",11,0,0,1,0,1,1,1,1,1,0,0,1,1,0.0606450707187472,0.0415957561969304,0.0615975709703118,8
"gen1_0002",20,0,1,1,1,1,1,1,1,1,0,1,1,0,0.0606500121477044,0.0415597231633888,0.0635017765632536,10
"gen1_0029",20,1,1,1,1,1,1,1,1,0,0,1,1,1,0.0607057400885087,0.0389912323664749,0.0625968985444699,11
"gen1_0063",16,0,1,1,1,1,0,1,1,1,1,0,1,1,0.0608094725036086,0.0436847558750242,0.064563079638357,10
"gen1_0039",15,0,1,1,0,1,1,1,1,1,0,0,1,0,0.0610551176535637,0.0431863324144005,0.0628280740913775,8
"gen1_0030",11,0,1,1,0,1,1,1,1,1,0,0,1,0,0.0610559547339206,0.0422991478082777,0.0625066378151117,8
"gen1_0042",22,1,1,1,1,1,1,1,0,1,1,0,1,0,0.061102024808772,0.0299283851005628,0.0632913606345035,10
"gen1_0004",6,1,0,1,1,1,1,1,1,0,1,1,0,1,0.0611432053788879,0.0371711734486466,0.0622191251635937,10
"gen1_0049",9,1,1,0,1,1,0,1,1,0,0,1,1,1,0.0611739146131184,0.0267976434859131,0.0623202266817245,9
"gen1_0045",26,0,1,1,1,0,1,1,1,1,0,1,1,0,0.0612989785706758,0.0382229194380611,0.0649113954494698,9
"gen1_0058",8,1,0,1,0,1,1,1,1,1,0,1,1,0,0.0613106699243106,0.0392674602577548,0.0615717061420297,9
"gen1_0064",10,1,1,1,0,1,1,1,1,1,0,1,1,0,0.0613138868358275,0.0426721046747282,0.0617590998278057,10
"gen1_0027",26,0,1,1,0,1,1,1,1,1,0,0,0,1,0.0613311824160075,0.0362757335851687,0.0625526279887414,8
"gen1_0019",20,1,1,0,1,0,1,1,1,0,0,0,1,1,0.0613486374585811,0.0286079759382444,0.0634829131486672,8
"gen1_0048",25,1,1,1,1,1,0,1,1,1,1,0,0,1,0.0613588143707251,0.0315042712240244,0.0636470960377638,10
"gen1_0005",23,1,0,0,1,1,1,1,1,0,0,0,0,1,0.061380445557153,0.0285100820448846,0.0640970219406383,7
"gen1_0017",5,1,1,1,0,1,1,1,0,1,1,0,1,0,0.0613811379126504,0.0389867406625766,0.0627838401145879,9
"gen1_0057",16,0,1,0,1,1,1,1,1,0,0,1,1,0,0.0614306905731451,0.0406827430872915,0.0637313829621192,8
"gen1_0056",15,1,1,0,1,0,0,1,1,0,1,1,0,1,0.0614367935097207,0.0276900699052728,0.0637284100665889,8
"gen1_0008",13,1,1,0,1,1,0,1,1,0,0,1,1,1,0.0615658553677419,0.0304141577103509,0.0620415583880163,9
"gen1_0044",2,1,1,0,0,1,1,1,1,1,0,1,1,1,0.0615690965880425,0.0283721351763347,0.0617517232023405,10
"gen1_0060",27,1,1,0,0,1,1,1,1,0,0,1,1,1,0.0616548445585362,0.0341838040973831,0.0623571283509514,9
"gen1_0006",4,0,0,0,0,1,1,1,1,0,0,1,1,1,0.0616823320313276,0.0320489393279884,0.0633720593216481,7
"gen1_0033",4,0,0,0,0,1,1,1,1,0,0,1,1,1,0.0616823320313276,0.0343629948415099,0.0633720593216481,7
"gen1_0011",26,1,1,1,1,0,1,1,0,1,1,1,1,1,0.061876787646227,0.0230658084297779,0.0652554737730025,11
"gen1_0025",17,1,1,0,1,1,1,1,1,0,0,0,1,0,0.0619485773027103,0.0342809896628952,0.0628993282157982,8
"gen1_0018",9,0,1,1,0,0,1,1,1,0,0,1,1,1,0.0620216019065735,0.0333096492375754,0.06434126679806,8
"gen1_0009",5,0,0,1,0,0,0,1,1,1,0,1,1,1,0.0621364626237703,0.0249898512718845,0.0638943091628913,7
"gen1_0034",5,0,0,1,0,0,0,1,1,1,0,1,1,1,0.0621364626237703,0.025647969252781,0.0638943091628913,7
"gen1_0010",27,1,0,0,1,0,0,1,1,0,0,1,0,1,0.0622342374014921,0.0248317969373941,0.0651057978094358,6
"gen1_0028",12,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0622658599894398,0.0307347559643802,0.0633122579371673,5
"gen1_0026",16,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0623203381248793,0.031438510974497,0.0622744156468114,8
"gen1_0037",4,1,1,1,0,0,1,1,0,1,0,1,1,1,0.0623399939414787,0.0318933233635923,0.0632745165061488,9
"gen1_0032",13,1,1,0,1,0,1,1,1,0,0,0,0,0,0.0624601594512737,0.0281126635323122,0.0637513125855697,6
"gen1_0038",4,0,0,1,0,0,1,1,1,1,0,1,1,0,0.0627576203159651,0.0368639884507191,0.0641589242131879,7
"gen1_0013",1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.0628878559617915,0.0176170545573655,0.0635592841947003,7
"gen1_0052",13,1,0,1,0,0,1,1,1,0,0,1,0,1,0.0628933150725321,0.0324030203358026,0.0638573046739104,7
"gen1_0023",24,1,1,1,0,0,1,1,1,1,0,1,1,0,0.062999947501795,0.0370746246471628,0.064909908795782,9
