"Par1","Par2"
9,7
10,9
15,10
5,15
15,13
1,2
9,10
5,8
9,2
12,15
16,1
6,4
1,4
11,15
4,6
15,11
15,5
9,16
11,8
1,3
6,8
10,15
4,5
7,1
8,1
15,6
7,12
13,9
7,9
1,15
5,3
9,12
2,16
9,11
16,14
9,8
8,1
13,7
7,10
8,9
2,12
4,14
15,9
16,3
2,16
15,12
10,8
13,10
