"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen22_0001",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen22_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0003",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0004",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen22_0005",15,0,1,0,0,1,1,1,0,1,1,1,1,1
"gen22_0006",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen22_0007",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0009",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen22_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0011",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen22_0012",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen22_0013",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen22_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0015",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen22_0016",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0021",18,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0023",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen22_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0026",15,0,0,1,1,1,1,1,0,1,1,1,1,0
"gen22_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0028",12,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen22_0029",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen22_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0032",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen22_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0035",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen22_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0037",15,0,1,1,1,1,0,1,1,0,1,1,1,1
"gen22_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0039",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0042",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen22_0043",1,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen22_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0045",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen22_0046",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen22_0047",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0049",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen22_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0051",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen22_0052",27,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0053",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen22_0054",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen22_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0056",15,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen22_0057",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen22_0058",15,0,1,0,0,1,1,1,1,1,1,1,1,1
"gen22_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0060",15,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen22_0061",20,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,0
