"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen20_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0002",15,0,1,0,1,1,1,1,1,0,0,1,1,1
"gen20_0003",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen20_0004",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen20_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0006",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen20_0007",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0009",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen20_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0012",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen20_0013",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen20_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0016",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0018",15,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen20_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0023",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen20_0024",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen20_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0027",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen20_0028",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen20_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0030",15,0,1,0,1,1,1,0,1,1,1,1,1,1
"gen20_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0034",15,0,1,1,1,0,1,1,1,1,1,0,1,1
"gen20_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0036",15,0,1,0,1,0,0,1,1,1,1,1,1,1
"gen20_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0039",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen20_0040",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen20_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0043",4,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen20_0044",19,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0046",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0049",14,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0050",15,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen20_0051",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen20_0052",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen20_0053",5,0,0,1,0,1,1,0,1,1,0,1,1,1
"gen20_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0056",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen20_0057",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen20_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0060",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen20_0061",15,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen20_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen20_0064",15,0,0,1,0,1,1,1,1,1,1,1,1,1
