"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen17_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0002",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0003",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen17_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0005",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0006",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0010",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen17_0011",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen17_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen17_0014",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen17_0015",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen17_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen17_0018",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0019",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen17_0020",15,0,1,1,1,1,1,1,1,0,1,0,1,1
"gen17_0021",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen17_0022",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen17_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0025",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen17_0026",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen17_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0029",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen17_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0032",15,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen17_0033",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen17_0034",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0035",15,0,1,1,1,1,1,0,0,1,1,1,1,1
"gen17_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0037",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen17_0038",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen17_0039",15,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen17_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0041",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0042",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen17_0043",27,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen17_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0045",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen17_0046",15,1,1,1,1,0,1,1,1,1,0,0,1,1
"gen17_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0049",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen17_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen17_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0055",22,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen17_0056",15,0,1,1,0,1,1,0,1,1,1,1,1,1
"gen17_0057",15,0,1,1,0,1,1,1,1,1,1,0,1,1
"gen17_0058",16,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0059",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen17_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
