"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen18_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0489184626690869,0.0633206209667916,12
"gen18_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0467061899820398,0.0633206209667916,12
"gen18_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.05239591941456,0.0633206209667916,12
"gen18_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0539998529170096,0.0633206209667916,12
"gen18_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0473726270361088,0.0633206209667916,12
"gen18_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0506108467720135,0.0633206209667916,12
"gen18_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0461942862536704,0.0633206209667916,12
"gen18_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0486052091850064,0.0633206209667916,12
"gen18_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0448884784321599,0.0633206209667916,12
"gen18_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0461717488568959,0.0633206209667916,12
"gen18_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0489498855792643,0.0633206209667916,12
"gen18_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0474535735148615,0.0633206209667916,12
"gen18_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0470109507222455,0.0633206209667916,12
"gen18_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0433287071526275,0.0633206209667916,12
"gen18_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.052507986550879,0.0633206209667916,12
"gen18_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0443027769267411,0.0633206209667916,12
"gen18_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0448084196352656,0.0633206209667916,12
"gen18_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0480843655068921,0.0633206209667916,12
"gen18_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0504916076530211,0.0633206209667916,12
"gen18_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0510266023894693,0.0633206209667916,12
"gen18_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0506362671038526,0.0633206209667916,12
"gen18_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0551245183448817,0.0633206209667916,12
"gen18_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0475360406662064,0.0633206209667916,12
"gen18_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0473402796385134,0.0633206209667916,12
"gen18_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0498624670305475,0.0633206209667916,12
"gen18_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0501130631451315,0.0633206209667916,12
"gen18_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0515400520625416,0.0633206209667916,12
"gen18_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0531633432784692,0.0633206209667916,12
"gen18_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0480308014374871,0.0633206209667916,12
"gen18_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0481964807619311,0.0633206209667916,12
"gen18_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0501073049149528,0.0633206209667916,12
"gen18_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0515296286236988,0.0633206209667916,12
"gen18_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0478683121210994,0.0633206209667916,12
"gen18_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0481718216735282,0.0633206209667916,12
"gen18_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0502089411564467,0.0633206209667916,12
