"Par1","Par2"
3,13
8,1
1,13
15,1
1,2
14,10
13,7
7,3
2,1
16,15
10,2
2,8
4,2
3,11
14,1
6,15
8,3
5,2
10,2
7,12
10,15
7,15
7,6
7,16
1,4
11,5
8,2
3,8
15,14
16,8
12,2
4,9
16,14
2,11
6,9
7,11
7,6
16,1
10,15
13,7
15,16
7,4
7,2
14,16
9,3
6,11
3,13
1,6
