"Par1","Par2"
7,11
1,12
10,14
6,3
13,7
1,6
7,4
13,16
2,11
6,11
1,12
11,16
12,4
12,9
16,15
12,9
6,4
15,6
3,8
5,16
15,5
2,3
12,16
11,10
7,4
15,13
12,10
14,7
2,10
3,1
10,9
5,6
5,10
5,1
3,16
3,9
12,3
3,15
1,15
15,2
8,4
2,7
16,2
1,4
10,2
8,1
9,11
14,12
