"Par1","Par2"
11,16
10,9
10,13
5,1
6,15
15,12
10,7
6,14
13,6
5,14
9,7
15,4
8,4
5,9
3,6
10,8
12,13
13,8
10,8
15,12
9,5
1,7
5,16
4,5
14,9
2,12
14,13
4,11
8,6
4,14
4,8
5,4
5,3
3,14
3,10
4,15
4,5
9,16
10,8
2,15
6,13
5,4
14,6
8,3
8,16
1,10
14,9
16,12
