"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen26_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen26_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
