"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen2_0060",15,1,1,1,1,1,1,1,1,1,1,0,0,1,0.059292704138663,0.0430414976195072,0.0625998180886241,11
"gen2_0040",12,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0596376479398356,0.0487042801462552,0.0629519509365652,12
"gen2_0047",9,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0597382283071712,0.0388063440087646,0.062102680192186,12
"gen2_0045",14,0,1,1,0,1,1,1,1,1,1,1,1,1,0.059845447237916,0.0540771655115641,0.0621799152253298,11
"gen2_0003",6,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0599757450396086,0.03601400316783,0.0615978748012523,12
"gen2_0054",11,0,1,1,1,1,1,1,1,0,1,1,1,1,0.0600822722156869,0.0489408957001836,0.0639126506596507,11
"gen2_0019",9,1,1,1,1,1,1,1,1,0,0,1,1,1,0.0602189717272421,0.037542504246369,0.0620009392721675,11
"gen2_0001",16,0,1,1,1,1,1,1,1,1,0,1,1,1,0.06031634407726,0.0462362720779254,0.0628919969575054,11
"gen2_0043",16,0,1,1,1,1,1,1,1,1,0,1,1,1,0.06031634407726,0.047111220725652,0.0628919969575054,11
"gen2_0031",6,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0603483561873029,0.040371380054124,0.0617272656322037,10
"gen2_0024",21,0,1,1,1,1,1,1,1,1,0,0,1,1,0.0603945927981389,0.0419789673710461,0.0630169141326855,10
"gen2_0044",20,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0604045951203872,0.0405985505140753,0.0620803484273419,12
"gen2_0002",6,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0604281480889835,0.0456348717362564,0.0608157282032346,11
"gen2_0039",6,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0604281480889835,0.0409493728807742,0.0608157282032346,11
"gen2_0030",9,1,1,1,0,1,1,1,1,1,1,1,1,0,0.0604918742409036,0.0456531940381962,0.0619868325034236,11
"gen2_0023",21,0,1,1,0,1,1,1,1,1,1,1,0,1,0.060558829718831,0.0417785073504336,0.0630009598151604,10
