"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen19_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen19_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
