"Par1","Par2"
14,7
10,8
14,5
14,15
9,1
12,2
9,1
16,2
12,6
14,10
10,7
16,5
11,2
9,2
1,7
11,12
10,11
7,14
12,2
8,11
12,6
1,13
10,11
6,13
16,3
13,16
13,3
9,13
5,3
7,3
9,8
15,16
7,1
9,10
15,16
7,8
1,13
1,7
3,10
13,8
13,6
6,12
16,14
1,16
16,15
13,1
5,14
7,4
