"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen24_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0002",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen24_0003",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen24_0004",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen24_0005",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen24_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0008",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen24_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0012",15,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen24_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0018",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen24_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0025",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen24_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0027",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen24_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0030",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen24_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0032",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen24_0033",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen24_0034",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen24_0035",19,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen24_0036",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen24_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0040",8,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen24_0041",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen24_0042",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen24_0043",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen24_0044",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen24_0045",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen24_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0049",15,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen24_0050",15,0,1,1,1,1,1,0,1,1,0,1,1,1
"gen24_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0054",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen24_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0057",8,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0060",3,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen24_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen24_0062",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen24_0063",15,0,1,1,0,1,1,1,1,0,1,1,1,1
"gen24_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
