"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen15_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0456234286911435,0.0633206209667916,12
"gen15_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0483261406871269,0.0633206209667916,12
"gen15_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0483430236896199,0.0633206209667916,12
"gen15_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0505360937065965,0.0633206209667916,12
"gen15_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0464573049020794,0.0633206209667916,12
"gen15_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0459681638876802,0.0633206209667916,12
"gen15_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.052293604293038,0.0633206209667916,12
"gen15_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0486811972002112,0.0633206209667916,12
"gen15_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0445348753299588,0.0633206209667916,12
"gen15_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0480343874935459,0.0633206209667916,12
"gen15_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0574064599296571,0.0633206209667916,12
"gen15_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0432129572652308,0.0633206209667916,12
"gen15_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0405766940596991,0.0633206209667916,12
"gen15_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0487191003861983,0.0633206209667916,12
"gen15_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0443319401828981,0.0633206209667916,12
"gen15_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0505892574425999,0.0633206209667916,12
"gen15_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0532314412804491,0.0633206209667916,12
"gen15_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0492029901267117,0.0633206209667916,12
"gen15_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0516852675349565,0.0633206209667916,12
"gen15_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0490401650033412,0.0633206209667916,12
"gen15_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0493049783210826,0.0633206209667916,12
"gen15_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0450248954993517,0.0633206209667916,12
"gen15_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0453018603538499,0.0633206209667916,12
"gen15_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0429571315189458,0.0633206209667916,12
"gen15_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0480480882102258,0.0633206209667916,12
"gen15_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0472689955762429,0.0633206209667916,12
"gen15_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0516655903445817,0.0633206209667916,12
"gen15_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0471346047868193,0.0633206209667916,12
"gen15_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0460887227797037,0.0633206209667916,12
"gen15_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0450020139799411,0.0633206209667916,12
"gen15_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.051992875390358,0.0633206209667916,12
"gen15_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0513650413595575,0.0633206209667916,12
"gen15_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0483084687458069,0.0633206209667916,12
"gen15_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0592586762764937,0.0481155170298589,0.0633206209667916,12
"gen15_0047",15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059336921780012,0.0491003319540342,0.0625015809124899,13
"gen15_0007",15,0,1,1,1,1,1,1,1,1,1,1,0,1,0.059428611917526,0.0442502321544335,0.0631764404712986,11
"gen15_0038",15,0,1,1,1,1,1,1,1,1,1,1,0,1,0.059428611917526,0.0507931176639822,0.0631764404712986,11
"gen15_0024",20,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0594489410869121,0.0491125993055075,0.0629182401032118,12
"gen15_0034",4,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0596487334648569,0.0516833697610664,0.0634729478218227,12
"gen15_0050",22,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0597022837916147,0.0495635830600756,0.0627338061654393,13
"gen15_0055",15,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0597154471495012,0.0513737944921884,0.0636808107927796,10
"gen15_0061",12,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0597314126740205,0.0481672734957639,0.0626429544505118,11
"gen15_0064",15,0,1,1,0,1,1,1,1,1,1,1,1,1,0.0597484213764847,0.0518023549555786,0.0622323590740826,11
"gen15_0041",15,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0597620769775403,0.0436853748838777,0.063252665960125,11
"gen15_0009",15,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0597852150558008,0.0441673347378295,0.0628501517595895,11
"gen15_0018",15,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0597852150558008,0.0414699612680242,0.0628501517595895,11
"gen15_0019",15,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0597852150558008,0.0474069425643394,0.0628501517595895,11
"gen15_0021",15,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0597852150558008,0.0446542192705592,0.0628501517595895,11
"gen15_0014",15,0,1,1,1,0,1,1,1,1,1,1,1,1,0.0600337809467725,0.0467233444047084,0.0646638192712357,11
