"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen12_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0004",15,0,1,1,1,0,1,1,1,1,1,1,1,0
"gen12_0005",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen12_0006",15,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0007",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen12_0008",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0009",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0010",15,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0011",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen12_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0013",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen12_0014",15,0,1,1,1,1,1,1,1,0,1,1,0,1
"gen12_0015",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen12_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0017",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0018",19,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0019",15,0,1,1,0,1,0,1,1,1,1,1,1,1
"gen12_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0021",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen12_0022",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen12_0023",15,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen12_0024",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen12_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0026",15,0,0,1,1,0,1,1,1,1,1,1,1,1
"gen12_0027",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen12_0028",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen12_0029",27,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0032",15,0,1,1,1,0,1,0,1,1,1,1,1,1
"gen12_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0034",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0035",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen12_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0037",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen12_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0039",15,0,1,1,1,0,0,1,1,1,1,1,1,1
"gen12_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0041",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0042",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen12_0043",15,0,0,1,1,1,1,1,1,1,0,1,1,1
"gen12_0044",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0045",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen12_0046",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0048",15,0,1,1,1,1,1,1,1,1,1,1,0,1
"gen12_0049",15,1,1,1,1,1,1,1,0,1,1,1,1,1
"gen12_0050",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen12_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0052",15,0,0,1,1,1,1,1,1,1,0,1,1,1
"gen12_0053",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen12_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0059",15,0,1,1,1,0,1,1,1,0,1,1,1,1
"gen12_0060",17,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen12_0064",15,0,0,1,1,1,1,1,1,1,1,1,1,1
