"Par1","Par2"
2,12
10,4
5,14
6,12
11,7
8,9
2,3
6,16
12,2
3,1
8,14
8,12
16,6
7,9
10,4
1,11
9,11
16,11
2,14
11,15
14,8
16,1
5,10
9,8
16,8
2,1
14,5
11,9
11,2
3,13
6,11
13,9
10,4
14,10
1,2
12,1
8,13
2,9
12,13
14,11
3,13
10,4
9,4
1,15
5,14
1,7
12,1
6,2
