"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen22_0037",-0.039937,0.118743,0.024785,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534062021836214,0.0938284671895359,0.0585018410081791,11
"gen22_0001",-0.044067,0.121903,0.0238,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534288987848899,0.10024966250903,0.0585657033780536,11
"gen22_0022",-0.043524,0.12175,0.027483,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534599474425885,0.0976702681170574,0.0586003474660926,11
"gen22_0030",-0.041041,0.111397,0.081633,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534819353628925,0.0860440032802904,0.0582855818788144,11
"gen22_0055",-0.044594,0.121097,0.054781,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534859846319817,0.0976787271806332,0.0585446213089888,11
"gen22_0002",-0.043325,0.121519,0.030687,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534931073303754,0.095672078164365,0.0586093106879564,11
"gen22_0017",-0.044341,0.113971,0.082519,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535128200879076,0.0875879853473644,0.0583411171403123,11
"gen22_0004",-0.038661,0.117237,0.078005,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535259000299785,0.0899318211271924,0.0584329639768054,11
"gen22_0049",-0.047041,0.120591,0.078908,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535695635598126,0.0920585420865421,0.0584590858266521,11
"gen22_0057",-0.049568,0.121278,0.078205,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535707948127866,0.0924431963094251,0.058464035857242,11
"gen22_0006",-0.039474,0.121144,0.078216,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535709800563876,0.0967195949804118,0.05845700909507,11
"gen22_0033",-0.04022,0.121301,0.078168,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535722792169517,0.0950833659091788,0.0584527924522857,11
"gen22_0061",-0.046673,0.116239,0.082218,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0535739067004991,0.0961869229662261,0.0583219803323512,12
"gen22_0058",-0.038982,0.121439,0.078179,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535750308066945,0.0973592135467023,0.0584520847404287,11
"gen22_0054",-0.04374,0.121887,0.077501,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535767962749733,0.100021934659421,0.0584566613672643,11
"gen22_0009",-0.046827,0.12063,0.080289,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535800417437117,0.0949354569883773,0.0584539181823785,11
"gen22_0010",-0.040285,0.120565,0.08037,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535801034179052,0.0930339424047132,0.058453761968101,11
"gen22_0063",-0.040741,0.120786,0.080006,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535811457184546,0.0995289850192752,0.0584523019420724,11
"gen22_0047",-0.047081,0.121985,0.078585,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535830185796475,0.0914562873269126,0.0584685261510178,11
"gen22_0012",-0.046451,0.121168,0.080607,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535882947228322,0.0958976164281219,0.0584581023512749,11
"gen22_0028",-0.040523,0.121222,0.080521,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535897248542035,0.0949274827904023,0.0584536937806548,11
"gen22_0046",-0.046221,0.121777,0.0806,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535956605263655,0.0958962724653808,0.0584659293369113,11
"gen22_0044",-0.039487,0.119383,0.078006,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0535969058362078,0.102538476940839,0.0583737061957318,12
"gen22_0016",-0.048584,0.121987,0.080607,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535991494035798,0.095930182592847,0.0584646900581808,11
"gen22_0018",-0.044738,0.118936,0.080988,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0536012431113264,0.101615680855663,0.058383238318923,12
"gen22_0051",-0.046987,0.122021,0.080885,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0536017152915563,0.0962636852742838,0.0584659372146434,11
"gen22_0025",-0.039499,0.121148,0.07848,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0536177439376995,0.102860232447803,0.0584135512455468,12
"gen22_0043",-0.038648,0.118998,0.078215,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0536287929483445,0.0795622651499239,0.0580116951771554,10
"gen22_0031",-0.047166,0.121323,0.078311,0,1,0,1,1,1,1,1,1,1,1,1,0,0.053635543703988,0.0822359884789022,0.0586835889078854,10
"gen22_0029",-0.042574,0.112484,0.079175,0,1,1,1,1,1,1,1,1,1,1,1,0,0.0537138527641216,0.0889006453960484,0.0584510313765838,11
"gen22_0056",-0.045558,0.121052,0.056195,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0537521679115876,0.0808193348277477,0.0589878423212525,10
"gen22_0019",-0.042819,0.120634,0.080293,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538250317687894,0.0793788937111941,0.0589404003937663,10
"gen22_0007",-0.049076,0.121573,0.078168,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0538577887186354,0.118484790668197,0.0582539609264826,12
"gen22_0008",-0.047168,0.122131,0.076898,1,1,0,1,1,1,1,1,1,1,1,1,1,0.053860140781611,0.115636436800773,0.0582519465156966,12
"gen22_0036",-0.554771,0.112679,0.07772,0,1,0,1,1,1,1,1,1,1,1,1,0,0.0546693977313904,0.044917311433326,0.058561948141963,10
"gen22_0003",-0.040495,0.11092,0.0829,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0547232011924712,0.0798674918206029,0.059318505483926,11
"gen22_0013",-0.03922,0.121446,0.080218,1,1,1,0,1,1,1,1,1,1,1,1,0,0.054792567976875,0.0838152558495872,0.0588067740708536,11
"gen22_0005",-0.05238,0.121218,0.076146,1,1,0,0,1,1,1,1,1,1,1,1,0,0.0548082729492603,0.0753014076580974,0.0586383499019898,10
"gen22_0048",-0.046914,0.120776,0.078602,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0549429351533092,0.0656134862070955,0.0590358024669562,10
"gen22_0039",-0.048917,0.121595,0.080799,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0549581577561543,0.065842099187809,0.0590714456022785,10
"gen22_0034",-0.04833,0.121416,0.078216,1,1,0,1,0,1,1,1,1,1,0,1,0,0.0552589760350573,0.0573400243523829,0.058845299561984,9
"gen22_0014",-0.040027,0.121173,0.082431,1,1,0,1,0,1,1,1,1,0,1,1,0,0.0554184713606195,0.047090751657172,0.0583566035041617,9
"gen22_0035",0.90963,0.12145,0.080795,1,0,0,1,1,0,1,1,1,1,1,1,0,0.055523288984712,0.160388021742958,0.0605281947676799,9
"gen22_0021",1.138557,0.121672,0.027004,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0562057503258136,0.257281277987694,0.0612807939680862,11
"gen22_0062",1.279619,0.115849,0.081289,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0563361748818208,0.25548503837035,0.0611693746360584,11
"gen22_0038",-0.042791,0.120397,0.07702,1,1,0,1,1,1,1,0,1,1,1,1,0,0.0568826424070842,0.0772223772683534,0.061029034151104,10
"gen22_0015",-0.046133,0.121796,0.08057,1,1,0,1,1,1,1,0,1,1,1,1,0,0.0569187684186835,0.0774115273650379,0.0611156195835457,10
