"Par1","Par2"
1,10
9,7
15,10
10,15
6,12
13,10
4,3
14,9
7,10
9,16
11,7
4,9
7,11
2,9
14,12
7,15
13,4
13,15
13,16
9,2
14,6
4,15
11,2
7,1
15,5
13,1
9,15
13,8
11,14
2,10
8,11
9,2
9,15
8,15
15,1
10,4
3,7
13,4
8,3
12,15
8,4
3,12
16,5
8,1
12,14
7,1
7,12
7,1
