"Par1","Par2"
12,14
6,11
12,4
13,3
8,4
13,11
11,5
1,5
7,8
11,3
11,12
3,5
13,2
5,1
11,3
10,15
2,6
12,10
7,13
13,4
6,13
7,2
9,10
10,16
2,12
14,16
2,10
12,1
13,5
5,15
1,14
9,3
1,13
3,11
9,4
5,13
9,11
5,12
13,2
12,14
16,12
6,5
6,14
7,10
16,12
2,4
4,9
4,15
