"Par1","Par2"
3,10
10,15
2,15
4,12
6,1
7,2
13,6
1,10
10,13
15,11
15,14
12,2
7,9
7,6
11,3
9,10
2,15
9,7
4,5
13,6
4,14
1,5
6,16
5,10
13,16
13,1
6,15
14,8
1,13
6,15
4,13
15,7
5,9
5,10
1,8
16,8
8,3
14,13
9,10
13,5
8,1
14,4
1,12
6,15
3,8
6,11
14,12
5,9
