"Par1","Par2"
1,13
3,16
4,16
11,10
3,16
9,7
9,2
14,11
10,9
5,16
11,16
16,12
1,11
14,3
16,4
13,9
3,12
9,2
4,12
9,1
2,1
11,3
5,13
5,9
15,8
2,13
11,5
8,7
14,1
7,11
4,7
11,12
6,7
15,5
5,11
7,5
5,9
6,13
9,4
14,15
10,11
13,7
15,5
7,8
10,9
13,8
2,10
12,5
