"Par1","Par2"
7,11
13,4
14,6
3,12
3,15
3,16
3,16
4,2
7,6
15,12
12,5
14,3
5,14
14,6
8,5
10,8
13,1
16,14
9,8
7,13
13,5
11,4
8,5
8,7
12,16
1,6
7,5
16,8
1,15
3,4
16,7
9,15
5,6
2,6
10,1
15,13
16,9
3,6
2,12
7,5
15,9
2,6
12,16
13,9
8,15
13,11
12,5
3,11
