"Par1","Par2"
9,3
8,6
13,4
5,12
6,4
7,4
12,2
5,2
2,14
14,12
2,8
9,13
3,5
14,13
5,2
7,1
11,8
4,1
6,7
11,13
12,14
10,9
15,8
4,16
8,2
11,4
8,16
10,9
8,11
5,6
5,16
2,3
16,7
1,3
13,12
4,13
5,15
15,14
12,1
1,9
2,13
2,11
2,10
10,16
13,6
13,7
10,13
8,13
