"Par1","Par2"
14,15
3,11
15,8
1,2
9,10
6,15
16,12
10,2
13,4
7,14
9,12
5,1
14,13
12,10
3,8
4,12
14,16
5,13
3,14
6,16
8,15
9,10
16,1
12,6
6,14
12,15
8,10
13,16
5,4
14,9
8,3
10,14
7,8
9,8
10,16
14,6
15,13
4,2
14,10
10,1
15,14
6,11
2,14
9,8
15,11
10,3
3,7
8,7
