"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen27_0028",-0.03799,0.084614,0.058245,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0532434182660229,0.0645575973961837,0.0580233305777564,11
"gen27_0001",-0.044414,0.115703,0.018534,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0532751083606994,0.101270277212202,0.0583514509635963,12
"gen27_0003",-0.044403,0.116055,0.026516,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533149854958006,0.105208618702433,0.0583586939694407,12
"gen27_0022",-0.043044,0.090842,0.069643,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533311758920251,0.0713417734766207,0.0581357603149867,11
"gen27_0004",-0.043364,0.11592,0.018657,1,1,0,1,1,1,1,1,1,1,1,1,0,0.05335075021441,0.091946133720554,0.058391712403926,11
"gen27_0057",-0.043524,0.115827,0.022481,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533621616077929,0.0932711815663218,0.0583957420170274,11
"gen27_0031",-0.043406,0.11416,0.043017,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533722015563746,0.0973818335305767,0.0584133566736796,12
"gen27_0064",-0.04251,0.11293,0.057332,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533832497365538,0.0908185528781117,0.0584845188758545,11
"gen27_0063",-0.042039,0.113531,0.059564,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533943197669395,0.0889352703128999,0.058443685879187,11
"gen27_0039",-0.042872,0.106581,0.069643,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534063971742633,0.0862975995965606,0.0583321017397445,11
"gen27_0053",-0.04273,0.112825,0.037674,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534074828702706,0.0919923139183686,0.0584782714051241,11
"gen27_0046",-0.045481,0.114721,0.027355,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534112330700449,0.0942507271717977,0.0584380404143795,11
"gen27_0051",-0.026774,0.116132,0.056986,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534123187839811,0.0944354998071811,0.0584677636438473,11
"gen27_0006",-0.045503,0.115792,0.056411,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534168966937125,0.0922441743895593,0.0585043763196369,11
"gen27_0025",-0.045362,0.115777,0.048505,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0534237881875159,0.0999707594647887,0.0584854617571846,12
"gen27_0036",-0.043041,0.114416,0.042576,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534261119255047,0.0923780380444754,0.0586234193809864,11
"gen27_0024",-0.044128,0.115018,0.038591,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534303832152366,0.0896234697437218,0.0585510507113504,11
"gen27_0058",-0.043817,0.115775,0.029344,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534309753359155,0.0935660366182521,0.0584706150005749,11
"gen27_0032",-0.043077,0.115107,0.038482,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534312287685213,0.0907473188114215,0.058549408245965,11
