"Par1","Par2"
8,13
1,3
2,7
11,6
2,5
8,14
7,16
1,11
12,15
4,5
5,16
13,15
2,6
6,15
2,9
8,16
10,9
13,9
11,10
8,5
3,7
3,7
3,7
13,1
9,2
3,7
11,9
1,13
10,2
12,11
15,10
4,9
14,11
16,12
9,11
7,16
6,2
10,8
10,4
4,10
2,12
14,15
9,7
16,14
10,13
16,7
3,4
6,8
