"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen20_0040",-0.0437,0.121982,1e-06,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0534465880094553,0.109338004342124,0.058770058880414,12
"gen20_0059",-0.044187,0.121936,0.001058,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535075009683843,0.0963282648671323,0.0585218030297563,11
"gen20_0057",-0.043525,0.119314,0.075896,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535458038795394,0.0928234475493141,0.0584228090856288,11
"gen20_0003",-0.05238,0.121218,0.076146,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535681361055527,0.0943213428383647,0.0584456003317592,11
"gen20_0032",-0.045693,0.12142,0.076864,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535710065212247,0.0939441955032913,0.0584524589170437,11
"gen20_0038",-0.040285,0.120565,0.08037,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535801034179052,0.0942315132273711,0.058453761968101,11
"gen20_0054",-0.046451,0.121168,0.080607,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535882947228322,0.0918300863780944,0.0584581023512749,11
"gen20_0047",-0.040583,0.1211,0.082952,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535950164248316,0.093636953924526,0.0584692442851395,11
"gen20_0051",-0.043609,0.126359,0.048731,0,1,0,1,1,1,1,1,1,1,1,1,0,0.053614178174783,0.0914888459501094,0.0588527171349931,10
"gen20_0044",-0.045902,0.12257,0.082806,1,1,0,1,1,1,1,1,1,1,1,1,0,0.053614602076744,0.0957917072991773,0.0584944818975842,11
"gen20_0055",-0.043383,0.123455,0.080753,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0536233041319035,0.10138619776663,0.0584801758907074,11
"gen20_0027",-0.051369,0.121892,0.07838,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0536299721759406,0.10639594100572,0.0584299790117956,12
"gen20_0021",-0.046449,0.108615,0.082832,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0536316061753642,0.0768689073948186,0.0580927224075987,11
"gen20_0034",-0.037092,0.121359,0.077185,0,1,0,1,1,1,1,1,1,1,1,1,0,0.0536338433270581,0.0861391248908,0.0586741633420724,10
"gen20_0031",-0.052527,0.122186,0.076937,0,1,0,1,1,1,1,1,1,1,1,1,0,0.0536362569070099,0.0843209218891,0.0586806783529696,10
"gen20_0005",-0.04584,0.122388,0.077655,0,1,0,1,1,1,1,1,1,1,1,1,0,0.0536445765061161,0.0813002275375189,0.0586985134333698,10
"gen20_0049",-0.053322,0.124623,0.077562,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0536681273268645,0.107166735288033,0.0585159437235867,12
"gen20_0002",-0.04361,0.126983,0.081395,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0536711161483662,0.099404164401344,0.0585436403389891,11
"gen20_0060",-0.045263,0.127435,0.081733,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0536772436256294,0.0984973362166861,0.0585543296277558,11
"gen20_0043",-0.045266,0.118766,0.077425,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0536912072616025,0.0702314525451496,0.0578333348469331,10
"gen20_0018",-0.043837,0.121941,0.082819,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0537051897384928,0.0774656836391757,0.0580731696347499,10
"gen20_0042",-0.053399,0.119668,0.077835,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0537052356797465,0.0713857378820471,0.0578416802949086,10
"gen20_0026",-0.046276,0.126609,0.082867,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0537140808706378,0.111604289774134,0.0586213063640176,12
"gen20_0012",-0.046079,0.100394,0.08021,1,1,1,1,1,0,1,1,1,1,1,1,0,0.053720781570332,0.073824883874949,0.0586148245647144,11
"gen20_0008",-0.035587,0.121516,0.077309,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0537213725029941,0.0861672559382239,0.0582115180896808,11
"gen20_0025",-0.045122,0.122922,0.082881,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0537269906703905,0.109895348944085,0.0580218218935878,12
"gen20_0024",-0.052255,0.109214,0.079049,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0537392224043703,0.11451637964575,0.0577665784397362,13
"gen20_0013",-0.042638,0.12194,0.082814,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0537443765062907,0.10058182088695,0.0583673598092008,11
"gen20_0014",-0.045009,0.129136,0.082902,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0537479008891896,0.109085542537918,0.0587168654520074,12
"gen20_0001",-0.044247,0.087502,0.08282,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0537766900171439,0.0582469025410168,0.0571089199891015,11
"gen20_0009",-0.043609,0.125441,0.077653,1,0,1,1,1,1,1,1,1,1,1,1,0,0.053778774085864,0.099474584272079,0.058422514847302,11
"gen20_0015",-0.038196,0.11907,0.082812,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538107535022448,0.0753668224523112,0.0588968972288395,10
"gen20_0016",-0.036555,0.120488,0.082289,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538211644974713,0.081400874090076,0.0589211131901433,10
"gen20_0035",-0.045537,0.117738,0.080995,1,1,1,1,1,0,1,1,1,1,1,1,0,0.0538277528650477,0.0872976016381197,0.0589767383170467,11
"gen20_0050",-0.043259,0.123084,0.07751,1,1,1,1,1,0,1,1,1,1,1,1,0,0.0538614304125156,0.0892906397386279,0.0591173828684182,11
"gen20_0039",-0.04575,0.127389,0.083176,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538784465814295,0.0857544353943099,0.0590608919221672,10
"gen20_0037",-0.041731,0.128158,0.082923,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538863126615145,0.086145333017313,0.0590746400677025,10
"gen20_0011",-0.04382,0.129653,0.080481,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538947983405793,0.0849359528630985,0.0590757829980702,10
"gen20_0046",-0.043943,0.119304,0.082843,1,1,0,1,1,0,1,1,1,1,1,1,1,0.0538953072860366,0.101370120032213,0.0589872215371918,11
"gen20_0064",-0.043609,0.125954,0.077618,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0539669336404487,0.134884647649421,0.0583245996557673,13
"gen20_0048",-0.050585,0.120236,0.077279,1,1,0,1,1,0,1,1,1,1,1,0,0,0.0539924478344862,0.0577647865665818,0.0576129926251331,9
"gen20_0030",-0.046162,0.103513,0.076358,0,1,0,1,1,0,1,1,1,1,1,0,0,0.0543052691045288,0.0444553873815059,0.0577817916015531,8
"gen20_0023",-0.044372,0.099506,0.079917,1,0,0,1,1,1,1,1,0,1,1,1,0,0.0547822673509995,0.0542461287941847,0.0588986375527238,9
"gen20_0033",-0.036691,0.119227,0.082936,1,1,0,1,1,0,1,1,1,1,0,1,0,0.0551816686827684,0.0612258384489455,0.0607195118097389,9
"gen20_0006",-0.04434,0.260624,0.006046,1,1,0,1,0,1,1,1,1,1,1,1,0,0.055916899013326,0.14987157383464,0.0606917299360956,10
"gen20_0053",1.163081,0.122082,0.078358,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0560459798488162,0.247752277917345,0.0609552416053162,11
"gen20_0041",-0.037177,0.333669,0.081123,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0565390415427201,0.227168105785668,0.0629889740515358,10
"gen20_0007",-0.044997,0.120645,0.082835,1,0,1,0,1,1,1,0,1,1,1,1,0,0.0585890464739894,0.0588422989990216,0.0616666119632755,9
"gen20_0004",-0.052972,0.399672,0.077419,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0586960091825676,0.28861080023916,0.0636982029171266,11
"gen20_0058",0.025884,0.120974,0.305897,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0602598995851713,0.0616530525413742,0.0658409810762079,10
"gen20_0045",-0.040642,0.739626,0.082815,1,0,1,1,1,1,1,1,1,0,0,1,0,0.062135916423355,0.327066532165604,0.0670657076319678,9
"gen20_0017",-0.043141,0.681305,0.082814,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0660332946968779,0.44455962281414,0.0719506126089274,11
"gen20_0028",-1.757778,0.09972,0.077976,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0682021050421894,0.00907380362746812,0.0698984367241437,10
"gen20_0010",-0.046389,0.120395,0.456168,1,1,1,1,1,1,1,1,1,1,0,1,1,0.069428107858882,0.0589271364611686,0.0754406737251592,12
"gen20_0029",-0.052297,0.118099,0.486317,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0702880085264501,0.0486813840517022,0.0760518590666756,12
"gen20_0020",-1.81573,0.124109,0.016104,1,1,0,1,1,1,1,0,1,1,1,1,0,0.0755713474217575,0.00745649228286686,0.0764506636523468,10
"gen20_0056",-0.036024,0.127714,0.739551,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0890590343029754,0.0269008739222725,0.0959985124633947,10
"gen20_0052",-0.04361,0.126065,0.034058,1,1,1,1,1,1,0,1,1,1,1,1,0,0.0896955772423386,0.0812212733579826,0.10902548800518,11
"gen20_0019",-0.043962,0.123362,0.071321,1,1,0,1,1,0,0,1,1,1,1,1,0,0.0900358901884179,0.0592590239386235,0.109170950391048,9
"gen20_0063",-0.04361,0.12647,0.005171,1,1,0,1,1,1,0,1,1,1,1,1,0,0.0903793636373,0.0702882147906566,0.109548064334619,10
"gen20_0022",-0.044187,0.099282,0.082834,1,1,1,1,1,1,0,1,1,1,1,1,1,0.090843131208062,0.0738946696845486,0.108689932443256,12
"gen20_0062",-1.065637,0.104204,0.080165,1,1,1,1,1,0,0,1,1,1,1,1,0,0.0955995185701714,0.017324016528256,0.111751725935031,10
"gen20_0036",-0.045539,0.103301,0.957112,1,1,1,1,1,1,1,1,1,1,1,1,0,0.108673974506173,0.0195666315185055,0.116142038677906,12
"gen20_0061",-3.757989,0.877966,0.077354,1,1,0,1,1,1,1,1,1,0,0,1,0,0.228704559479806,0.000336730404226281,0.234441429259599,9
